Peptide ID	Basal1	Basal2	Basal3	Basal4	Insulin1	Insulin2	Insulin3	Insulin4
P54227_peptide1	1047889.125	1367055.568	1336302.146	1435870.181	12306661.2	13342124.17	13552694.67	13058849.33
Q6PDH0_peptide17	8630352.625	4458812.213	2812052.819	6616874.654	4473676.877	4125423.957	1592255.775	1687637.568
Q69ZZ6_peptide2	87169624	68721397.12	85656477.85	89719288.33	77736712.51	67406631.96	81304823.25	77976775.2
Q6NS82_peptide3	5204092.5	5878370.43	7267655.142	7907540.257	7290678.985	7582913.694	3366713.874	9682181.677
P42128_peptide6	10580575.38	NA	NA	11020184.8	10383323.08	1006951.453	NA	11762840.25
P42128_peptide7	4607821.5	6380412.112	5781750.446	6875665.734	6441698.667	5774342.232	6148598.749	5672838.111
P51612_peptide3	16604605.75	12602386.51	6738039.49	4304439.73	11067810.12	12633500.09	4298608.688	2560089.394
Q69ZJ7_peptide3	9325922	10550617.96	9704917.61	11256076.49	48508924.06	44887452.79	47049668.1	51985045.65
Q6PDK2_peptide7	442396.8125	314075.7475	473713.4088	675297.994	234366.2396	186305.538	360612.0719	310812.8583
Q6PAR5_peptide9	12909505	15886110.41	24085134.25	22957353.12	12083277.99	17359048.05	14310387.31	19225198.78
Q80TZ9_peptide6	43728396	63160741.73	73733241.25	84394317.39	34032829.7	55236648.36	68320624.67	71530091.33
Q8BLK9_peptide4	7257767.75	7421720.609	8475513.103	6907775.118	5969129.82	3926473.567	6397042.924	5483805.731
Q8BI84_peptide4	23457945	19450188.08	21634383.9	22536230.94	22139144.25	19837319.45	23846095.27	24315748.51
Q6PDH0_peptide18	10665508	3971149.46	2307138.405	NA	5565164.292	4718982.016	NA	NA
Q80XI3_peptide4	2956740.25	4207255.492	5529496.526	8319979.528	5085605.352	3929635.203	6869319.046	8076481.146
Q3UHX0_peptide4	18626690	7724376.072	2228234.726	2210260.778	4015137.458	5711389.652	2808552.88	1005172.183
Q3UHX0_peptide5	83322883.81	49842660.4	30256126.35	26799348.23	39155671.98	41312629.15	20496279.62	16798185.86
P09103_peptide11	56749202.75	111239877	115053819.5	132804328.3	76132767.4	110112520.7	116875455.9	124447534.8
Q62318_peptide12	388979673.8	508066430.4	542889250.7	595258970.8	9906067.175	377852845.8	390048866.4	395118843.1
Q91VU1_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
P14211_peptide4	2737574.75	2655430.631	3126873.968	2135287.493	3686392.782	2193705.201	3464559.3	2356699.689
Q80XU3_peptide14	55595128	56721339.61	66267337.87	78505825.76	46018930.49	45288368.58	65756895.14	54379273.53
Q6A065_peptide16	2658258.5	7346793.733	9569906.375	7992063.079	6193491.196	5285786.533	5865134.111	7386306.974
Q9D8T7_peptide1	213511454	271134557.2	326989681.9	296027839.3	345601243.1	285354719.7	322917139.7	300611404.2
Q8BSK8_peptide1	1725060.844	1619276.12	2070558.822	2120848.884	32969646.11	44228938.29	38213176.39	39981730.21
Q64318_peptide8	1007777.375	4184873.245	4455067.016	4094159.355	6261726.444	6089361.243	4787197.249	1753803.067
O35226; O35226-2_peptide1	12392190.02	31871225.78	7238727.659	2065381.157	13342464.95	28744171.04	14945560.88	2093523.346
Q5SWU9_peptide12	1311032.5	1394535.928	1545120.67	NA	NA	1783230.337	1252984.962	NA
Q5SWU9_peptide13	302038249.3	329191985.4	313492228.9	330404433.6	330319202.9	352476852.3	356901977.2	429325367.2
Q8BGD9_peptide16	251557080	243436053.6	315793164.1	265550786.9	375908348.4	339181643.6	347089001.7	357073731.5
Q5SWU9_peptide14	245040553.8	169981368.6	54994198.34	83533223.94	225773804	137526717.8	61291675.1	99561671.08
P47754_peptide3	NA	NA	NA	NA	NA	NA	NA	NA
P15864; P43277_peptide1	1701935.875	3059050.684	3712218.091	2189415.468	1824045.25	2788325.715	3082332.606	3178074.013
Q80XU3_peptide15	154084859.9	224336061.7	198300256.4	261270539.2	117338505	171743191.1	209581484.8	249470374.4
Q6PDQ2_peptide6	1890469.625	1007721.622	NA	NA	NA	NA	NA	1424381.592
Q62141-1_peptide3	2109424.75	NA	812844.1049	921032.3	NA	NA	NA	NA
Q69ZJ7_peptide4	13107807	28839700.76	30775752.71	38702618.6	14636831.52	16931560.22	21600847.3	22516229.43
Q812A5_peptide1	5268843.5	8218656.756	7806883.774	7495367.531	4864522.856	5594334.732	5809807.496	6021050.034
Q6ZWV3_peptide1	4008376.375	4765108.171	6070426.789	2825799.18	2761554.262	6718213.846	5035375.862	2557434.148
Q64511_peptide20	40608953.25	41915868.89	42299943.45	57652532.27	53539970.23	40172093.52	44073210.39	57135284.28
P16045_peptide2	17122853.75	29857220.01	25377111.52	26183375.85	20191532.51	22204323.68	20521181.42	21004224.19
Q91V92_peptide10	NA	NA	NA	NA	NA	NA	NA	NA
P70452_peptide3	38199264	45021093.34	52277929.06	19867552.97	35799565.53	36714240.62	47850066.77	16187948.51
Q8VBT9_peptide2	8899815	19852026.08	3222134.12	11340518.87	10340491.68	16748071.55	9080129.286	6323375.78
P14685_peptide2	3569680.75	12552024.92	24006855.65	22639349.04	21360440.53	17603411.16	14263240.32	15834534.38
Q9CQN6_peptide1	478574.875	NA	580175.6527	778116.1125	725365.2797	568682.3059	911719.4517	780524.121
Q8BTM8_peptide7	3367301.5	3938987.405	4303158.118	5657423.462	2815024.096	3689796.472	3431814.254	3181480.971
Q3U0M1_peptide1	3260143.25	4374394.15	5853140.252	6430030.244	7161251.85	9786138.837	9638740.462	10505531.9
Q6A098_peptide2	3967468.25	4088661.812	NA	NA	2300128.345	3217667.709	NA	NA
Q9D0J4_peptide1	1544240	1177832.392	1731792.281	2181105.007	1851990.914	NA	1333529.174	1658224.824
Q9JLQ0_peptide2	4141786.5	3236593.006	2970119.229	3625325.15	3098730.656	3809656.503	4838145.863	3976205.821
Q6R891_peptide2	33602420	30292387.22	29861250.03	30538267.15	39240028.17	28170785.95	27149458.37	29770362.99
Q6GQT9_peptide1	692053.875	2738024.974	2637647.586	2649260.001	2674401.847	2490374.231	1730168.216	1171758.662
P59759_peptide4	NA	NA	NA	NA	NA	NA	NA	NA
Q9D0F9_peptide9	1130339.875	1622401.109	1943853.297	2066237.045	NA	2182564.93	2355040.108	2504110.292
Q60605; Q60605-2_peptide3	1396960.375	1893085.285	NA	1380705.319	1511485.159	1265694.537	NA	NA
Q62141-1_peptide4	1689739.625	897984.6226	75791.08327	101510.1163	392757.7564	860034.2079	93301.04062	157689.0147
P20152_peptide22	36279764	39695442.28	36569729.19	43277606	31066209.05	32459474.39	27854061.75	32180897.55
Q91VR5_peptide1	221978.0156	1214024.89	620914.4436	940949.9828	685628.4206	1497370.545	710006.2227	881764.066
Q8BI84_peptide5	11363435.5	11866387.88	13076556.54	12666005.66	13767330.29	13847500.99	11423593.52	13052033.32
O70472_peptide4	2399673.75	3604157.849	4198266.447	3911258.02	3912859.919	3464527.648	4914947.098	5334805.637
Q62446_peptide1	7731576.75	8971633.774	10907875.55	8733948.916	6533447.631	8899364.926	8362682.863	7768551.513
P27773_peptide6	7289588	12097618.51	NA	10965710.56	9579792.614	10656833.55	NA	10271171.75
Q64511_peptide21	52115712	28735836.37	40222851.54	51028334.33	36205288.88	21598316.65	39795930.16	35146938.87
Q9JLV5_peptide1	41444396	62925512.68	58857719.42	54549476.16	52144860.02	52600385.61	51987782.11	51057278.73
Q9CQX2_peptide2	4032414.25	8460234.875	9007378.348	10885281.02	9102299.02	9575066.73	9970138.929	12180685.72
Q9R1T2_peptide2	2249159	3185511.859	2816212.669	3186974.761	2477738.38	3463804.179	2493459.771	3652451.686
P41183_peptide2	6626869.25	10909032.56	10520221.62	11381835.85	10514021.66	9166808.086	13300317.98	11565741.51
P20152_peptide23	4975016	6631526.794	6521252.27	7256875.462	4432298.1	6314498.991	5354743.735	7626345.737
E9Q394_peptide8	41515119	30778885.68	21204635.71	17767940.69	21528620.86	24683468.48	17114964.1	16261506.46
P56480_peptide15	7388876.5	8674395.452	8820594.02	11415461.9	9328550.611	8402629.642	8354761.831	10086427.24
Q924H7_peptide2	70046.375	711663.7172	829319.919	528156.0376	223046.3977	680738.8025	879550.0658	926268.8049
Q924H7_peptide3	22166.30078	1434903.644	2114619.551	1346639.706	143611.5365	1396862.661	1647457.797	1496355.622
O35215_peptide4	4527869.5	5649572.553	6233449.385	5887453.788	5573010.688	6704248.103	6140066.705	5581851.292
P47753_peptide2	2580121.25	2529055.271	3163460.918	3945585.016	3056449.123	3704287.796	3517212.154	2892059.14
P20152_peptide24	12593141.13	17985172.83	18530906.03	21289282.19	12090593.57	15057456.16	12847124.1	14419633.75
Q9Z2U1_peptide3	2340285	2296862.459	3111744.579	2771498.791	1810390.396	2440728.349	1825813.354	3046893.263
E9Q394_peptide9	99731399.5	105248102.3	100075761.7	91336815.84	88720308.28	82880633	90878139.29	84606107.34
Q80X50_peptide8	NA	NA	NA	NA	NA	NA	NA	NA
Q62448_peptide4	10462107	7995325.102	9559784.191	7290517.844	10643642.67	6748944.715	6343941.714	5621585.332
Q9JKF1_peptide5	15719982	20017214.77	20811672.81	20682952.09	18064030.61	18610175.23	20288260.63	17654023
Q9QX47_peptide8	66704518.75	119022533.1	110548208.6	123430569.5	79887798.19	98992238.43	111627499.3	111831450.6
Q923J1_peptide9	9598026	16282982.57	9470279.775	12529689.9	10756586.67	13537589.21	NA	20825731.97
P57746_peptide1	NA	2680521.603	3041896.029	3054144.505	2085531.298	2321000.032	3140217.241	3258252.378
P17182_peptide8	7005267.25	14745093.98	17882015.62	27209254.3	13911222.59	17754439.83	23410392.26	31596265.15
Q3THE2_peptide1	685104.3125	NA	NA	1209705.247	1575125.484	1221096.313	738199.6015	NA
P30416_peptide1	38528636	43892525.32	54787688.14	51140512.11	46487937.86	45455219.38	51127012.71	48878138.37
E9PZM4_peptide7	3802915.5	NA	NA	NA	NA	NA	NA	NA
E9QAT4-2_peptide15	5900211.75	8584926.119	7359913.412	7984684.327	6727024.46	7227831.578	6269243.283	9656272.248
Q8BUR4_peptide2	805740.6875	967687.2103	1042085.861	1778722.911	7151322.145	9811536.592	9730396.315	11275734.46
Q8BJU0_peptide4	11789332	15966214.57	17724095.55	15704039.04	14414841.93	17275616.92	11182246.03	13052204.27
E9QAT4-2_peptide16	2601774.5	8129999.501	5487765.133	6518260.692	1595231.255	3795947.824	5021329.215	5035923.032
E9QAT4-2_peptide17	36316980.5	75619164.23	48170288.27	73268026.29	41176853.6	56946593.3	62030080.26	68087749.14
Q3TCJ1_peptide1	NA	NA	NA	NA	1711594.277	1045668.235	NA	NA
Q9JMG7_peptide2	1952787.875	4968197.858	5451687.783	8399067.221	NA	NA	NA	NA
Q9Z2H5_peptide23	122486879	99192432.37	95479016.84	91374167.89	70114660.78	56724041.78	70491943	65728353.04
Q9JMG7_peptide3	104081457	124494084.5	62137008.92	84620446.07	27005138	72994447.36	34638471.3	28232566.7
Q9JMG7_peptide4	6901161.75	5039914.548	NA	NA	NA	958555.6547	NA	NA
P67984_peptide3	1410392.25	NA	NA	NA	NA	1383764.986	909112.4135	2001718.553
P14211_peptide5	27592068.5	39055587.48	25408979.98	35685502.57	34535008.65	32226709.68	37082030.99	32403204.08
Q9Z2H5_peptide24	11855785	15813983.93	13485759.19	15282910.38	10936345.2	8450533.823	11298860.23	10169186.39
P98192_peptide1	2837425.25	1081984.282	121266.015	NA	841546.3569	725882.492	417211.8042	154852.7886
P98192_peptide2	813104	1343936.795	1764943.141	1467710.858	1127489.757	1609391.091	NA	NA
Q8R1G6_peptide6	1647703.25	1996836.851	2092841.044	NA	1016603.898	1060397.93	NA	NA
Q91ZA3_peptide1	1161821	NA	2172428.54	1616224.684	2517909.971	1775772.63	NA	1025410.602
Q9CY57_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q91ZA3_peptide2	NA	9880896.955	8850946.929	7676033.604	2198448.514	9534142.717	11071841.54	7725219.898
Q99JF8_peptide4	10671359	9841274.563	6306965.785	4967586.544	5796100.308	6357955.462	3878112.719	4397939.772
O88487_peptide8	3885445.25	7073076.402	8082815.779	6235486.989	6679024.28	9700401.134	10630870.68	8393484.554
Q9D1F4_peptide9	4540970	4564760.548	4795990.06	3249168.743	3635879.593	4569188.713	3746807.667	3752639.968
Q80U70_peptide2	23959134	32793906.1	37398773.4	39709843.18	26402596.18	34707133.99	33234086.48	32398650.28
P13405_peptide1	4669359	4953483.386	5219137.585	4918601.7	NA	4945653.556	NA	5055714.016
Q6PAR5_peptide10	NA	1985657.304	1524448.471	938754.4031	6974961.259	10164004.49	7744952.358	9093459.041
Q68FE6_peptide5	19879854	27886891.47	33846261.85	42811981.99	34321346.11	31798833.71	48137326.28	49313239.01
Q68FE6_peptide6	15246376.25	21182114.58	18215618.39	19540166.73	11577419.25	16337016.06	12766035.93	15914740.02
Q9R0A0_peptide5	24773858	27896438.53	33275792.02	24776161.37	23033630.01	25343076.37	22532431.3	22764238.39
E9Q4F7_peptide3	2138731.25	2706791.139	3603250.02	3953461.32	1974017.922	3283429.536	3201424.933	3657924.477
P53986_peptide8	611662301.5	352743372.3	236626729.7	231096439.2	417808394.3	337475705.4	248826200.1	215020928.7
Q8CGK3_peptide7	847434.5625	1222263.581	897489.5287	NA	1335802.193	1418981.583	1236467.598	1363517.278
P53986_peptide9	392342500.3	368535430.4	106739777.3	106948522.6	390655388.9	93569904.52	107347959.8	123694030.1
Q3TKT4_peptide4	1929949.625	NA	NA	NA	NA	NA	NA	NA
P02463_peptide1	4040546.75	9815223.422	10998652.48	8688750.94	4062202.829	9491202.282	6321715.555	5471009.513
Q01853_peptide10	NA	NA	NA	NA	NA	NA	NA	NA
Q99L43_peptide4	54205372	63790484.58	57064527.22	85005297.62	52599730.5	63215177.18	81180193.53	76139582.94
P56480_peptide16	5292986	6714638.804	6882673.988	7695604.778	6379933.382	5249706.323	6618091.345	5817655.085
Q9CZW5_peptide6	829192.4375	1917978.543	NA	NA	855344.9086	NA	NA	NA
Q9ESK9_peptide9	6028107.563	5784422.286	5141099.85	4098609.827	5430254.961	5899172.053	4463709.634	3832923.998
P16546_peptide8	8999154.5	5520022.969	8988355.278	4244389.639	9593657.595	4276190.952	3661428.578	2463339.534
A8C756_peptide1	2150757	1391932.003	1016413.576	1597188.043	711030.7258	1103770.49	NA	NA
Q9CZW5_peptide7	20633111.25	27009433.5	7346257.352	5114942.578	36095304.93	19945723.93	4712776.107	2366053.486
Q03265_peptide6	1757994.75	2355737.788	1989071.797	2609068.281	1981060.353	2838372.94	2684041.22	2407478.158
Q9QYJ0_peptide4	21817542	5370179.711	1250596.292	NA	4692851.66	4741604.884	949128.5295	NA
P26638_peptide1	427018.5625	36543.71142	44153.24769	139766.5816	626065.8311	18198.17104	82892.90191	23879.41282
Q8K0H5_peptide1	5776469.75	7336610.78	7406020.993	8356444.172	4670658.4	6218017.112	5981001.859	6381377.19
Q01853_peptide11	NA	NA	NA	NA	NA	NA	NA	NA
Q9WUU8_peptide1	NA	NA	NA	NA	7599081.905	10447838.71	11060634.85	14937180.74
O88844_peptide8	6291083.5	5186403.155	15277325.89	23943122.21	9469051.614	6577668.787	9234303.985	28940779.61
P50544_peptide5	NA	1442382.503	1643005.891	1555792.305	1529305.547	1536693.637	1899625.806	1527166.913
D3YXK2_peptide4	NA	NA	NA	NA	NA	NA	NA	NA
P57776-2; P57776_peptide7	5612579	6723140.032	9212384.072	7697428.334	5170231.906	5679754.924	7551660.855	6357709.133
Q64707_peptide1	13559533.5	20057779.27	18718682.66	19858678.2	14085813.27	18785945.63	17152650.88	20001860.51
P50544_peptide6	1767359.25	2294866.183	2080184.31	2449004.504	1813524.65	2183434.747	1963187.922	2483767.127
P26041_peptide2	1433150.875	1739410.146	804431.6101	384615.1187	1454133.782	1326194.276	399909.0145	291217.1115
Q9DBE0_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
P14206_peptide2	NA	NA	NA	NA	NA	NA	NA	NA
Q8BHB4_peptide1	1946201.625	1184120.569	1079514.925	984190.2287	NA	NA	NA	NA
Q08857_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q9ERU9_peptide13	32164936.25	37539450.03	37178769.98	42780896.28	33450945.37	36336552.18	34617805.54	37719993.92
Q6A0A2_peptide4	2353099.25	6506443.904	4991084.004	2450494.818	1810749.641	3814064.125	2803169.398	7424597.108
Q6A0A2_peptide5	24069901.5	35058677.2	27692173.14	33378004.03	17585926.3	24214266.92	21312601.68	22285116.82
Q9ERU9_peptide14	6412998	8306361.405	6916084.889	7277836.515	25997381.97	19681636.75	24252342.1	31203718.19
Q8VE11_peptide1	12356843	11060878.58	14475340.09	12824247.32	47313580.91	45900845.46	49203264.86	48549799.23
Q9ERU9_peptide15	1496475.25	2189226.072	1069280.914	NA	2163941.063	2664677.496	2784873.99	2527191.558
Q9ERU9_peptide16	3952418.25	5093442.191	3958225.512	3839175.916	3366623.025	3694192.323	3159306.899	2651884.823
Q9ERU9_peptide17	3090424.25	NA	4502606.696	5144415.321	NA	13564480.35	1743710.961	NA
P62983_peptide5	NA	NA	NA	NA	NA	NA	NA	NA
Q9ERU9_peptide18	2028411.625	4340758.117	3666717.996	4084108.303	4670074.008	7340663.083	7165145.567	6969702.077
Q6ZQ03_peptide4	NA	NA	NA	NA	NA	NA	NA	NA
P14152_peptide3	5098498	5619201.498	7583470.771	6540356.125	6441980.488	5862357.239	7139116.568	7761055.103
Q7TMY8_peptide11	NA	NA	NA	NA	NA	NA	NA	NA
Q8BGK6_peptide1	9260549	11956172.15	12539988.43	15081585.34	8647318.29	9630423.845	10946709.91	11054951.55
P50544_peptide7	NA	NA	NA	NA	NA	NA	NA	NA
P19096_peptide35	5441161	6000208.406	7295608.957	7814166.198	5768226.648	5609250.146	8033317.489	7537062.658
Q6ZQ03_peptide5	8248714.5	12237896.81	9115012.404	9634202.242	12832410.62	10267691.46	10762724.56	10927603.56
Q8BXK8_peptide3	5868531.25	7050944.191	3539580.34	8637218.783	6351934.915	6666408.853	3543279.216	5828519.124
Q8BIW1_peptide1	13193807.41	14944238.5	3246763.575	1423655.367	46395162.34	45870967.55	19562490.63	20725544.74
P58871_peptide29	28214487.5	39285989.29	41828983.35	46429490.39	20054461.05	21211631.94	23327939.43	27212740.32
Q8C163_peptide1	1659820.625	3600892.562	3140377.465	4588491.412	3332532.576	4543915.355	7517274.529	5858164.959
Q9D6Y9_peptide2	6944307.25	13085382.24	11427319.97	14576581.25	10722372.65	12038345.73	10872330.59	10736570.57
Q8CB44_peptide2	1984299.375	1218520.679	2246676.908	1407458.967	737462.1427	817904.8116	729706.5615	1109014.673
P06801_peptide7	1313143.25	1423450.446	1467375.306	NA	1225440.877	1308216.369	1382461.735	NA
P13516_peptide7	2128215.5	3246349.354	3402035.938	NA	NA	6553759.647	NA	NA
Q8C0L0_peptide1	3438411.75	5101428.53	7076522.706	5768553.782	NA	4884511.237	6636910.352	5827736.997
Q8C8U0_peptide8	2309941.75	3340479.623	2028442.263	5242295.682	2240532.463	2682733.986	2267616.418	3208046.018
P97360_peptide5	12796518.5	21776060.29	21068342.47	21951878.38	16311494.53	17493271.51	15929439.33	11110519.79
P54726_peptide3	31822790	51066831.16	50547921.66	54108745.11	39899734.93	50426498.17	42184190.89	48569482.72
Q9R0Q7_peptide3	9987790	11034934.09	2207978.097	3415552.773	NA	5575605.041	1725568.361	2457055.513
Q9Z1D1_peptide2	6105898.25	3369898.689	3250846.056	3053124.667	5196329.318	3570868.615	3523681.229	3374681.003
Q80Y56_peptide4	NA	103388.3003	NA	NA	NA	296006.8446	423744.6417	340253.0017
P13516_peptide8	7364432.5	4719380.113	1969928.101	1529764.483	3577331.25	6148261.573	7365743.106	4580698.423
P27546_peptide7	8214602.5	14032691.35	14262520.12	15842388.23	11281177.22	13397866.25	14489238.03	15568084.48
E9PYH6_peptide10	7387387.25	9880200.25	16595782.96	17018783.32	8444820.196	9507132.27	15386720.4	18493204.54
P09411_peptide12	49250434	63890318.76	57175741.33	70572876.26	62255938.76	61268157.25	62318640.14	64208054.58
P09411_peptide13	6029685	8060004.201	7619867.288	9225308.388	7860406.447	7053544.379	7576161.437	6645140.644
E9PYH6_peptide11	15462274	12732036.73	6037133.351	3305653.246	9910066.867	12260513.88	6782691.597	6103014.208
Q80TV8_peptide8	9012778	12520942.65	11414909.43	14973508.05	10199614.87	10721643.48	10679870.52	15999058.7
Q8BP47_peptide2	NA	2348625.958	NA	NA	NA	4304962.984	2185165.144	1372546.085
Q9JLI8_peptide2	1169841.125	1398365.648	1305716.882	1092723.17	1266751.676	765409.4377	1083858.327	NA
Q80TE4_peptide8	6913260.5	10867616.08	10738247.93	11913938.74	7923539.029	11312238.15	10223974.88	9837050.673
P48678; P48678-2_peptide23	188544858.9	283234389.9	320358385.8	321549745	222578065	228886867.5	244336294.5	203315452.2
Q9R0Q7_peptide4	15780186.25	10388106.67	5761155.073	3462572.384	4027825.604	7056333.265	2327495.861	2199554.318
Q62318_peptide13	280972.6875	2237000.877	2584699.863	2431523.433	629464.447	1445337.122	2512472.195	1976406.534
Q7TSC1_peptide15	7637439.5	5477342.727	5188587.324	4086470.234	5334062.9	4448032.23	4553677.402	3582876.476
Q7TSC1_peptide16	11442420	6667410.374	2783094.635	4437441.32	7129705.844	4905918.144	3656431.377	1925161.358
Q8BKT7_peptide3	12467887.5	10501301.57	10318298.41	2864456.101	1969677.412	12327566.12	3782388.134	NA
Q9R0Z9_peptide11	1321897.75	1579704.97	1229389.479	1684838.454	3383670.417	3762425.524	3347545.876	2934454.456
Q8BKT7_peptide4	49749740	75682836.86	50401097.09	26507007.64	14950327.82	49694235.38	12794896.25	8620151.909
E9Q4Z2_peptide3	4060782.5	6328025.53	5743538.593	2314343.727	3706088.673	3716793.557	5635820.977	3338113.751
E9Q4Z2_peptide4	6807551.75	8825741.704	6590926.009	3874566.272	NA	2182426.536	NA	6705981.623
Q9R0Q7_peptide5	112742633.5	69846108.1	32070114.44	42888741.01	46713112.96	79272232.71	21405203.81	36145099.44
Q06180_peptide1	27898158	20513019.13	21165148.57	17178271.74	25769553.42	13703365.87	21108991.34	14610846.61
Q8K2Y9_peptide1	11255610.25	9592732.321	5561245.147	5193302.433	10428728.34	2720715.448	2561699.529	2636863.161
Q8BRT1_peptide4	1185843.125	2149377.412	2037407.022	NA	4731012.101	3441678.258	4353907.086	5007420.366
P63242_peptide4	2657953.5	2237131.914	3524906.168	3488197.265	2856568.559	2668820.101	2497999.764	2615010.803
Q921T2_peptide7	2273908.5	3014201.302	2894788.085	4258488.703	3124260.865	3218184.699	3670133.68	3887131.975
Q9R0Q7_peptide6	16456629	12438870.14	13763391.05	1913725.875	5501856.268	10699895.2	1340966.442	3226024.974
Q8K2Y9_peptide2	6684748.813	14168070.94	11060031.63	10223615.33	5109228.545	9610642.517	9975148.08	8880144.347
Q9R0Q7_peptide7	110580866.4	107840104.8	114565714.8	87657014.17	66781550.01	111642421.9	81037431.71	107784140.3
Q9R0Q7_peptide8	101951824	80965060.96	91292446.26	82024546.1	75345345.49	43739238.69	72460528.9	62893502.7
Q5U3K5_peptide10	15872263.5	12090168.05	12787817.12	8925138.139	4413834.944	12469225.97	9082588.107	9387854.182
Q7TSC1_peptide17	2377093	2474816.878	2969210.571	3233461.041	2112321.03	NA	1662288.957	2107253.641
Q91VI7_peptide2	2112433.5	2499783.757	2542507.715	2710626.731	1887722.738	2541791.083	2358129.251	2282597.424
P48758_peptide4	1238905.75	1291896.405	1846088.9	1739200.316	1090181.05	1353982.834	1480823.456	1756521.633
O09044_peptide2	NA	NA	1216506.321	951668.9595	NA	1491568.957	1519543.411	1662719.628
Q3UH06_peptide1	9170318	7558507.35	16342525.66	19010090.54	5361592.877	6900134.847	16574895.99	11806175.14
Q62523_peptide3	4148200.75	6332460.739	5782334.993	9969916.232	7709916.742	8613073.089	10903000.27	15410024.05
P61967_peptide1	3143677.25	4018774.552	3170336.852	4326752.721	3171421.93	3354718.548	3009190.143	3211678.202
Q9DB20_peptide5	1491242.875	3534087.615	4009433.241	3523097.815	3479030.253	3485189.372	3738068.43	4157632.654
P70452_peptide4	30599313	37516136.01	40181777.07	38506865.09	31376440.25	31134291.27	30909145.1	30275945.5
Q9DBC7_peptide4	126178815	179325174.8	230494354	229282970	147018928.8	165377731.8	195305448	207453749.5
P70210_peptide2	3064018.625	4780126.777	5194041.986	7920315.477	5878872.804	4617005.085	6745055.243	10244173.3
P58501_peptide5	7937868	8340300.26	4665750.512	5346170.198	12646496.62	14268987.27	4335991.431	6319395.139
Q8CDB0_peptide1	1372249.75	1324228.392	1222156.903	885346.8219	1323835.014	1308631.234	1264926.594	1691476.492
P11499_peptide13	61418864	75927771.79	75492574.84	64515977.73	66703225.1	77981537.94	61470348.58	74722342.74
Q91XT4_peptide3	25310568	13153073.5	17089191.14	11913830.2	13417108.36	10855358.53	11298491.98	10373354.29
Q8K190_peptide2	6641364.5	11160631.26	8925249.183	10230246.31	6977974.577	10035479.69	10492940.76	11893268.89
Q99K85_peptide6	2769592.25	3590962.732	3839470.837	NA	3898291.314	3832337.274	3757642.129	3459186.106
Q8JZQ9_peptide10	47085.17188	6845161.788	7641199.515	5362960.128	792531.0689	4495092.743	8651195.547	6366419.025
Q91XT4_peptide4	3946686.25	8220175.494	8167089.731	10334699.06	8568937.636	6733562.259	7444666.398	6844412.843
E9PYK3_peptide1	9694589.75	12014080.52	12399015.65	14018635.2	25335273.84	32567694.02	28275661.23	35182330.96
P97807_peptide4	1770800.25	2355294.051	2294621.875	2283240.733	2171454.539	2031485.832	2266415.86	2350321.801
Q8JZQ9_peptide11	NA	6567746.32	809557.8606	57678.10456	NA	3993540.438	682146.8807	315194.8003
Q6ZPR5_peptide1	NA	NA	NA	NA	3967065.274	1934318.026	2479477.301	3999785.781
P25962_peptide1	8522409.75	9262822.225	8554818.806	9725745.66	11116925.51	10786466.29	11697634.27	13058364.01
P46935_peptide8	NA	NA	NA	NA	13003843.98	17361572.55	31196959.85	32944908.91
Q569Z6_peptide15	48925733	48864559.84	45233830.88	38606561.32	38380629.76	39236681.46	42501688.1	41321117.45
Q9WU42_peptide22	13931109	9023775.568	13101832.44	13593962.92	7692586.29	6773670.541	8466236.53	8894234.037
Q569Z6_peptide16	10027784.13	10760156.57	9258939.158	5391658.252	3313935.168	8045626.867	4604414.231	3870846.797
Q569Z6_peptide17	340664782.1	333790652.1	397411874	282549266.9	253861518.5	339906067.1	315576048.7	389965542.9
Q569Z6_peptide18	141449484	167093282.4	130153224.1	72263295.24	96926205.46	147515315.5	90868424.89	75088943.43
Q8BTY2; Q8BTY2-2_peptide1	109317750.8	122004316.7	106598448.1	120187896.1	116075231.4	105340966.6	115998034.5	123630925.9
P27773_peptide7	3757872.75	7090130.409	1082452.439	1111384.696	5567928.462	8683941.51	1256462.765	1171572.241
Q9DBJ1_peptide6	912556.375	1669926.34	1521225.061	NA	3621421.859	1462883.779	1866386.817	NA
Q99NH2_peptide7	4435695.813	5153927.165	5384364.293	4276248.686	5728582.619	4253070.024	5005025.074	3706510.408
Q9DBJ1_peptide7	1578974.625	2532704.872	1848234.873	2237438.587	2018122.467	2895799.608	1976771.165	1731616.148
Q9JMH9_peptide14	22229832.25	20656609.17	16398909.08	14170035.28	15873440.18	15646884.26	12497373.35	11855440.35
Q9JMH9_peptide15	88361198.69	37613087.06	15405966.05	2571840.26	14547126.15	26840846.83	NA	1783618.673
P35505_peptide1	8936535.25	9153273.601	10160837.5	9631840.552	11046188.56	9771294.688	11140322.52	9894588.523
A2A432_peptide7	15920198	23904516	25852445.04	24799765.31	15384870.32	18617680.97	22218629.82	21161452.41
Q9R1E0_peptide5	68082146	83773219.06	91334449.95	79601928.65	56457521.33	71778250.13	71893025.34	68872780.13
