Peptide ID	Basal1	Basal2	Basal3	Basal4	Insulin1	Insulin2	Insulin3	Insulin4
Q61687_peptide10	194304169.2	165129359.1	124404779.7	95344579.83	139133455.7	120145513.4	101954567.4	99932130.62
O08917_peptide1	8028187.625	5712559.741	6247815.463	7185911.048	9557301.041	6520117.564	5522997.669	6882716.349
P08249_peptide2	11237142.5	14289132.11	17028062.94	17668705.63	15594637.54	15935572.47	20006829.75	19374060.37
Q99MN1_peptide1	7029527	23226690.89	22436341.62	24358001.69	8507515.181	21225060.97	22028557.8	21229928.24
O09044_peptide1	12978642.25	10206252.23	18663094.4	25233884.58	20040733.42	42504488.98	21119649.21	30017492.02
P51830_peptide1	2599305.75	2361973.874	2421502.062	2882806.568	2663302.12	1941731.351	1899489.042	NA
Q9D8S3_peptide2	13686067	18830002.47	16583276.12	17860862.94	12623450.46	13607019.28	16212617.61	17540788.43
Q9Z1Q9_peptide1	1337239	1259674.234	1630137.466	2445025.77	1779233.211	1550006.699	1635958.326	1812818.122
P62242_peptide1	7686305	8248659.857	10354555.31	9142122.496	9157347.671	8581139.302	9555274.521	9799289.386
Q8K310_peptide4	1355752.875	1508587.131	1780429.27	1847889.703	1348162.373	1225043.575	1196872.065	1150001.48
B2RY04_peptide2	NA	455852.2532	841357.7485	NA	1907049.94	2171827.754	1961403.792	NA
P42932_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q8VHR5_peptide1	2901542.875	1891354.942	2257807.217	436320.4098	1368453.495	2558939.419	NA	NA
Q9QZQ1_peptide4	1393212.5	4864153.502	4489661.643	4550553.563	1108389.329	2663888.648	NA	NA
P20029_peptide6	3510993	4310949.797	7940227.588	8524881.564	6357284.872	5316819.643	7054534.828	8108061.979
Q61687_peptide11	3531562	8935727.659	9289190.621	8163181.536	7575220.48	12294931.13	13565724	13383118.15
Q76MZ3_peptide3	3041960.25	3837394.947	5210701.608	4361497.305	3024706.151	3413207.831	4528952.753	3934382.351
Q91X84_peptide4	25243989	29620130.82	32539501.64	33424421.39	30163006.34	27826178.86	34558637.58	35884216.32
Q8CFC7_peptide1	5530265.5	7268887.413	6730354.366	7135930.499	4884891.557	5698947.838	5142759.146	4475432.74
Q9QYR6_peptide3	8868918.875	3209804.567	NA	NA	2840344.642	3220105.12	NA	NA
Q8BJS4_peptide1	8379779	15000893.6	10723125.66	13386931.4	34332633.82	39429740.67	37876806.61	38782965.36
Q921C3_peptide8	4973352.625	8248859.269	7779903.675	8861313.066	3901560.13	5260929.948	7615014.947	5799477.844
P61290_peptide1	536229.9375	1241938.646	529802.3764	432424.8213	583133.128	1072537.583	613375.8516	529920.6801
P57776-2; P57776_peptide1	10044635	13792180.67	14395239.04	16498235.54	10994835.17	14187500.66	12202294.72	13230004.81
Q8CCN5_peptide5	11611780	15711527.15	20617801.94	19112531	14934193.09	15245550.82	22238066.25	17461885.64
Q8BXK8_peptide2	NA	NA	NA	NA	3285692.663	2811605.877	2265376.408	2582203.423
Q9D0I4_peptide1	11954203	11896247.44	15977255.74	11909527.05	7806513.262	9286003.187	8764777.973	7790714.048
Q8C180_peptide3	3072321	3595812.816	NA	5007733.6	2740278.934	1881221.193	NA	NA
Q64337_peptide4	6793932	11033004.33	9094684.586	10001821.26	10785102.94	11583834.09	10519331.8	10962170
Q64511_peptide4	57842929	21865206.19	28783943.27	8663608.903	35797651.01	23011121.95	10633916.45	19164911.03
Q9DB90_peptide2	95516.45313	762744.6325	759915.3661	694215.2301	1120651.103	1204100.688	706718.8495	569338.2511
P36536; Q9CQC9_peptide1	1805216.125	1944112.412	2346708.993	3312785.503	2035841.274	1880986.082	2521751.573	2784562.179
Q9DB20_peptide2	2367713.5	2740009.829	2735364.128	2654958.555	1975043.472	2785262.904	2091389.004	2683763.246
P16951-2_peptide6	6401122.25	9563912.261	6699608.135	NA	5205952.736	9006996.303	8487299.088	NA
Q9DCC8_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q9WTP6_peptide2	3194957	3800045.723	4123687.739	4623895.396	4336748.653	4013642.818	4844453.388	5197299.701
P70195_peptide1	1491711.75	4058083.01	1909988.167	1877364.607	1597508.742	3700826.345	1925972.372	2579352.842
Q07113_peptide1	252304257.5	94215170.78	104578882.2	117279347.4	90751278.62	79723195.4	120928538.8	90012088.43
Q07113_peptide2	23496819.03	14642395.5	10263268.53	9050812.005	10921645.52	9591657.393	8231900.593	7322877.969
P16858_peptide1	14262745.25	19378220.12	19870349.02	22456672.23	31086741.11	38595653.02	33718177.65	28374777.98
P16858_peptide2	5277700.875	3360620.188	2401833.538	2447558.914	8222396.883	3467202.079	2436083.687	1513236.506
Q80X90_peptide2	1311692.75	1972751.735	1901088.665	8491455.3	2830223.856	1422520.184	1772573.499	2259602.683
Q01853_peptide6	2417260.875	2862289.072	2838971.023	1784149.876	2528683.514	1239800.472	1151841.486	NA
Q8K0L9_peptide2	2255076.25	789934.7498	2076505.78	2571026.215	2208221.204	718275.1757	1977766.135	2011573.929
P80318_peptide1	1132764.125	2273800.793	NA	NA	1150670.398	NA	NA	2015226.301
O55022_peptide1	1364447.125	2982382.815	3892468.393	4160894.578	2391603.308	5122571.839	3820486.786	3830462.776
P04117_peptide3	NA	NA	NA	NA	NA	NA	NA	NA
P04117_peptide4	6410307.375	8396110.871	8995420.657	6335647.155	8062269.05	7234974.955	8046289.831	7555641.122
Q9Z1T6_peptide1	2118719.375	1640504.496	2667249.641	1647795.094	5539364.34	5277312.82	4811120.013	5115988.13
Q3UPL0_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q61335_peptide1	294384.7813	676545.6024	982708.2272	1976611.915	1429501.065	NA	1452495.913	1858189.218
Q922Q8_peptide2	2368076.25	2400192.514	2453561.347	NA	2355576.501	2553489.703	1729188.847	2425300.321
Q9D666_peptide1	1415214.375	1580292.863	NA	NA	2287960.64	2725423.402	1787631.05	NA
Q7TSI1_peptide1	2051988.875	1655404.489	3093753.759	4483238.543	16955437.89	32849131.88	17002296.23	18772143.04
Q99KI0_peptide5	11222315.5	14291161.57	14598618.08	11623061.09	15799563.94	15716759.18	13703765.57	11131991.7
Q6PDH0_peptide3	7560703.75	6599637.618	NA	NA	6197680.111	6361596.666	4349874.592	2226154.499
P60710; P68134; P63260_peptide1	3649905	2230714.629	704953.8157	1411432.148	3449312.755	2335246.381	1654484.994	711981.368
O35071_peptide2	8714598	1431883.918	NA	5167013.589	NA	NA	6014818.665	6454497.273
O35071_peptide3	38250976	17388761.49	1347908.437	NA	11246249.36	7848728.89	3444569.831	778622.2258
Q99MR8_peptide1	19445442.25	38986470.7	26623812.15	45771761.41	29204074.59	40743849.38	37546837.31	48739298.91
P04117_peptide5	290690222.4	347795184.4	347628317.7	334049623.5	313033179.9	334891579.1	314956216.9	340060302.2
P58501_peptide3	NA	1340282.872	1072096.367	NA	2084113.056	680945.8373	NA	1817777.273
P58501_peptide4	76999794	61895702.14	42776569.45	66368012.69	73384375.74	62706196.38	48506803.6	44416904.26
Q6ZWY3; Q6ZWU9_peptide1	3219669.75	3396519.202	4359558.541	4662042.159	4627148.002	3994870.177	4411067.845	4661955.195
Q05920_peptide8	NA	NA	NA	NA	NA	NA	NA	NA
Q05920_peptide9	10610177	NA	14691008.45	15402363.65	13036298.62	13603385.4	13580546.75	17438691.63
Q61879_peptide8	3860651.75	1231884.956	1359968.662	6233629.814	840744.9474	603069.3719	NA	NA
Q9R0E1_peptide1	1394404	1130422.609	1621841.693	1574267.039	1355243.361	1595379.376	954532.2609	1396531.004
Q9WVB0_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q8BKC5_peptide5	1508750.75	3177745.768	1082638.966	1548548.297	1755997.986	1065501.581	1204041.724	1226443.177
P56480_peptide3	2579389	15057537.28	15818691.4	17370961.67	11053632.04	13738296.37	15994860.82	19278023.15
Q71FD5_peptide1	3082197.5	7530578.315	7791461.715	9015104.615	8712172.459	17103175.61	16108820.29	19567388.09
Q71FD5_peptide2	16477399.25	15778041.63	4312072.154	3625593.497	23163599.58	26305975.46	4636979.137	21859611.99
P58771-2_peptide1	2012957.25	2091882.839	2706250.711	3510663.461	1886877.739	NA	2506221.987	1038122.262
P16858_peptide3	29996383	46361419.73	42349005	54889358.83	43039611.48	45043389.53	49964604.54	49345823.52
P16858_peptide4	3385261	5052566.068	4186381.923	4515726.134	4210195.939	5037187.439	5622068.439	5435239.857
P08003_peptide2	3291206.625	3887255.084	4697876.438	5262724.244	4189768.628	3862188.782	3130157.721	6352531.18
P62827_peptide1	4250436.5	3440617.859	5232019.754	4161933.386	4429912.221	3742612.858	4804934.757	3904810.455
P70459_peptide1	NA	1503708.494	2790251.077	1078400.184	2105221.924	NA	155169.9048	5608459.076
Q61207_peptide1	3187042.563	4309840.069	3806568.448	4092680.027	3043562.386	4159543.898	3733933.694	3318772.562
Q91YI1-2_peptide1	7904250.75	9129576.659	10052746.65	10169753.42	6539980.695	6095058.16	6710823.386	3585209.222
Q922Q8_peptide3	161520336	293329033.8	313739352.6	282556755.9	234518491.3	252065094.4	243725043	238130404.3
Q8BZH4_peptide1	3963167.5	4231139.499	4334741.421	4823233.112	6084591.634	6162549.599	5563857.828	6107625.165
Q9DCD0_peptide2	3974072.875	4553518.645	4699696.521	4895991.426	4669333.53	4596829.729	4047800.131	4761374.722
Q9JHU4_peptide2	1106529.875	2110597.889	1590524.955	721999.311	1655812.891	1859277.094	1484876.033	901336.1825
Q8VI75_peptide1	NA	1292687.646	1164124.458	157942.3977	NA	1233053.269	1277736.278	802560.8025
Q3TUF7_peptide1	4178173.75	5802881.744	5407292.71	7985319.714	4434545.856	5524538.788	5800071.574	7249646.879
P97820_peptide2	6146351.125	7315051.8	9653917.519	NA	4832661.582	2330804.081	2913893.222	2169448.856
Q8CB77_peptide2	49910716	51473831.95	63268094.34	63090299.55	44069149.34	50465850.53	50713756.72	57226503.93
O35129_peptide2	6026150	10087612.63	9464439.848	10532814.51	12217246.47	10492674.27	10489288.4	10848883.26
P35700_peptide2	15173599	18903158.72	20257010.25	22232098.05	16192635.38	18393945.3	15987214.42	16547156.36
Q6P4T0_peptide1	NA	489373.7638	514719.3093	313160.927	452502.407	964147.1057	689602.2017	601518.5918
P63038_peptide2	209311122	290290496.6	375060708.8	414864537	287789645.5	287838174.3	390562531.2	386326958.9
Q60930_peptide1	2316463	2615595.863	3695077.197	3621641.297	3232017.503	2013822.574	3214412.655	3270057.172
Q91WG5_peptide3	9305146	9955561.448	11787162.27	12569681.35	32219466.86	42712513.71	41369877.02	40488917.63
Q60932; Q60931_peptide1	6546590	7452364.698	6912993.477	7991679.949	8099011.714	7238655.769	7598630.032	8029760.272
P09411_peptide2	21823542	25542584.81	24372152.07	29339749.26	24916296.85	24960054.18	26000507.08	26135504.83
P00761_peptide2	21540318	28027346.33	30410834.39	34985003.35	20752739.37	25382709.98	31529627.7	33281922.49
P00761_peptide3	7120082.5	5267652.55	7403382.229	5996578.052	6211207.371	3897895.804	6764563.935	6590217.662
P00761_peptide4	1017398.813	1964599.014	3049623.274	2577255.699	1309212.213	2046130.98	1493846.475	3205064.602
Q6NXI6_peptide5	5974710.5	6622869.37	1186202.356	1101896.182	7073997.545	7397413.05	1032501.081	770245.8904
Q99MR1_peptide1	5229811	8462846.364	12062759.68	9252234.18	6037588.202	7718662.354	11072310.7	8357710.179
E9Q6J5_peptide3	33260812	40776810.89	33883881.64	35963244.09	20973689.62	20184637.48	25368309.89	28970381.65
Q62417; Q62417-7_peptide3	1785695.75	2475843.106	2551047.906	3260459.232	12559912.18	13906311.28	13852734.77	15053964.64
Q925J9_peptide3	NA	579246.0871	283197.802	147740.0632	NA	305200.6556	177825.665	130806.7408
Q3UPL0_peptide2	5944540	7881373.141	8409637.333	6640101.345	7340036.398	8467847.437	11923994.36	12151667.06
B1AY13_peptide5	NA	NA	988244.0161	NA	1802557.936	2597416.078	2055574.954	NA
Q8C1D8_peptide8	35633860.5	27328608.63	32959970.85	35567595.27	62937517.32	54651344.49	58057483.46	55251224.7
Q8C1D8_peptide9	1844794.375	1435674.743	NA	NA	21071946.72	21319151.97	18795382.57	19545625.92
Q6P4S8_peptide4	5346175	8545964.547	9655976.483	8655535.992	7354101.75	8941081.764	9164379.683	8892767.844
Q7TPS5_peptide4	NA	1032336.753	NA	16279461.73	10899369.03	28794427.29	19499895.66	18122596.47
Q93092_peptide4	1779371	2207830.921	NA	1464337.735	1539344.264	NA	NA	NA
P63038_peptide3	10007789	17117081.03	13643762.32	16377316.99	14264116.55	16255389.95	18067356.79	16511030.51
Q8VHK1_peptide2	NA	803879.0487	NA	NA	2228142.398	2966836.965	2738412.035	2845032.939
Q6P9S0_peptide3	2464935.75	3651945.001	3777994.59	7063755.704	2995572.348	1988701.608	8917295.183	3394920.732
Q6P9S0_peptide4	2938805.25	4002851.572	3919266.958	NA	NA	NA	NA	NA
Q99NB9_peptide2	34409786	49283199.35	37423632.83	42722679.11	36204979.19	46395153.28	42507606.58	46688271.1
Q6PDH0_peptide4	722618.9375	643723.4984	618296.7396	673953.9196	1300070.368	1894839.518	1322685.308	1317505.378
Q9D4H4_peptide2	7049414.5	7274757.397	8791558.912	8593736.785	3253541.825	5315407.066	4671601.259	5078520.764
Q6R0H7_peptide1	211773996	110385136.2	139372726.4	107720600.2	152145356.4	100282721.1	61882428.58	131318254.5
Q6ZWQ0_peptide2	NA	NA	NA	NA	1274184.244	2398079.497	NA	NA
P35601_peptide2	42467609	53865691.16	47527403.5	75143500.95	45636593.96	40702211.76	39571693.67	65891680.44
P35601_peptide3	NA	2240744.319	NA	NA	NA	2703007.649	NA	6350343.034
Q76MZ3_peptide4	1343541.625	1754872.875	1582185.776	1891004.42	1226141.094	1373372.045	1291519.135	1736645.698
Q6NSQ7_peptide1	885567.5625	10179711.43	1107561.226	115043.7909	2144304.788	8586151.405	906925.6262	NA
Q01237_peptide1	NA	1379716.348	NA	1081570.156	1397965.279	1642286.48	2478490.076	3210378.24
Q80UU9_peptide5	1455744.5	1598003.91	NA	2036633.43	1634231.895	1654617.578	NA	1645237.27
Q6PDN3_peptide3	7083436.5	5835487.381	12825839.53	4157977.465	805931.1321	3208200.579	1982463.584	NA
Q62417-7_peptide3	3393948.5	6509923.805	7208624.656	6455029.344	14360857.39	13754317.43	13180100.77	13674960.96
Q6KCD5; Q6KCD5-2_peptide5	10570901.5	8513096.835	9435217.273	3568460.64	7515822.802	6517155.765	8564583.202	8086748.168
Q8C0J2_peptide2	918018.5	1481722.755	738681.807	721512.6851	NA	NA	141469.9254	NA
Q924M7_peptide1	12269393.5	18958805.65	23351668.52	22887677.25	17214523.35	20872558.72	22278483.03	18023691.24
P61807_peptide1	19605874	11288647.29	11899259.92	10782278.18	13250930.51	11826264.77	14730294.73	16117719.12
Q923J1_peptide8	2751195.5	3705945.088	3801943.591	4273381.16	2793096.552	3081599.31	2740764.024	3090351.255
Q5SVQ0_peptide3	1113524.25	1204774.479	NA	1400114.404	4897494.382	4111317.434	5071686.291	5830539.334
Q3TT38_peptide1	6322547	7406859.202	11395281.25	13313756.7	7161386.257	8110592.052	10176472.15	11488144.46
Q61033_peptide2	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZWQ0_peptide3	182449.5625	NA	NA	205931.8835	5031192.037	4120639.807	3180955.684	3088599.008
Q2PZL6_peptide1	24997549	23733313.79	19518180.48	13808615.85	9118177.551	12304238.87	8355964.824	7340970.357
Q7TPV4_peptide6	928026.0625	1871944.884	NA	NA	3408462.625	4090305.668	3363981.469	3310045.017
Q91YR7_peptide1	7873861.5	11228604.05	10146547.76	12215080.56	10595771.47	14429639.29	12355785.65	13596822.6
Q8VDZ4_peptide4	3330038.5	4651426.003	4583108.188	NA	3057475.447	5140443.962	1775785.574	3249388.23
Q8K2L8_peptide1	4539048	7815394.163	5828383.644	10292995.48	8536107.95	10887224.24	10469944.91	10579604.01
P34152_peptide1	10790831.38	11143830.15	10109085.37	5699994.402	20654865.36	18651939.15	20078872.57	14762503.19
P19096_peptide11	1332919.75	2278413.651	1295176.261	1611747.393	1917401.137	2489670.169	1238848.134	359001.5645
P35689_peptide2	4129388	1888544.042	NA	NA	NA	1651456.142	NA	NA
Q921E6_peptide1	2862641.25	1749060.306	1433192.591	2006400.071	NA	4076865.824	NA	NA
Q921E6_peptide2	4926675	5480663.577	7515522.591	6088201.073	4192079.33	5571549.609	NA	6122871.265
P40142_peptide8	4392407	4548782.93	7516541.395	4306636.45	5011035.476	4350755.934	5657458.476	4521572.459
Q80YS6_peptide2	15271593	21329185.84	16953285.29	13498829.66	20241046.31	20874661.04	19257868.33	15643448.69
Q80YS6_peptide3	5367645	4069311.485	3220234.097	NA	3960440.31	3832185.517	2712259.108	NA
E9Q5K9_peptide1	2848602.75	1946328.164	3532370.407	3709754.321	3473436.336	5115494.318	4067924.041	3021942.287
P80314_peptide3	1202922.25	1021354.842	149438.8009	209849.9092	1048820.855	842711.8448	199965.7936	NA
Q8CH25-2_peptide4	13532445.25	10085683.8	8895138.024	7322987.905	12344433.13	10165943.92	7661222.627	7290044.272
P62242_peptide2	2863327	3504767.869	4301014.913	4496197.944	4141912.378	3265073.987	3413484.544	5065551.563
P62242_peptide3	NA	NA	NA	3670833.135	NA	NA	NA	NA
P19324_peptide1	4605587.125	4877590.32	4644644.748	6985270.981	5151949.766	4523006.986	4504021.851	6371896.752
G3XA57_peptide1	722152.25	NA	NA	NA	3651388.118	3210867.614	3297197.209	3336794.649
P80318_peptide2	327306112	355494095.9	442673323.7	430528093.8	399910583.6	362604623.1	385726609.8	382788819.2
Q8CGN5; Q8CGN5-3_peptide6	3903176	6559578.743	5322943.218	4592756.142	1273636.319	1540300.322	NA	1596202.395
Q9EPQ8_peptide1	28018181	34074395.46	32493458.53	34266727.69	27678450.06	29881218.3	28782798.92	34053318.3
P70302_peptide1	16627383	19589088.71	24856971.21	26327854.64	14937651.75	20101048.55	15086014.19	17017638.6
Q8BFS6_peptide1	1949045.5	2456236.106	2413896.828	2400553.711	1453315.262	1887366.858	1528445.36	2240832.423
P48678; P48678-2_peptide10	15115718	10131668.99	14056991.54	15274736.32	15406994.52	10125483.13	12662471.86	14989521.37
Q60932_peptide1	3713374	4105068.195	4438380.549	5108005.187	4009392.952	3498189.296	4971050.479	5103567.179
Q60932_peptide2	39132836	42523463.29	24788880.66	61203008.52	49392095.48	38053554.6	51243101.98	68922611.81
Q60932_peptide3	4216510.5	5341435.125	6586505.525	6576629.144	6146813.407	5695547.791	7431506.946	2681298.878
Q60930_peptide2	NA	NA	NA	NA	NA	NA	NA	NA
Q60930_peptide3	9866826	13792859.78	15778013.22	16450143.98	16516587.24	11481468.7	17580074.57	18853337.41
P63037_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q8CFC7_peptide2	8707685.875	30190997.26	15577655.39	39792284.54	18278003.78	25615842.79	15077592.35	32883681.71
Q9R0Q7_peptide1	6417640	10200730.83	10805705.69	8644807.89	7403992.765	10569753.26	8831417.06	6752465.342
Q9QYJ0_peptide2	540695.8125	958296.0384	1095302.325	753264.3938	NA	394224.0227	974216.7765	580064.1137
Q9Z2X1_peptide1	1724745.25	NA	NA	3589256.723	3149098.908	NA	NA	NA
Q07417_peptide4	1814701.25	2765032.272	2956644.999	2838400.785	3151110.368	2873224.144	3153212.044	3293226.011
P15105_peptide3	20129006.75	28135292.33	38253008.86	26315876.89	21613778.54	24934567.35	25427250.36	24495306.81
P29341_peptide2	837088	NA	161896.4517	204774.256	1472293.129	NA	413501.6075	381754.431
O88622_peptide3	4521788	5992563.474	7549363.794	7990495.983	4302581.711	4569766.788	6983528.584	5595463.394
O88622_peptide4	NA	NA	NA	NA	3427009.244	5658921.957	NA	NA
Q8R3S6_peptide4	110114424	103606581.3	115138188.8	111107386.7	103887351.3	93085479.18	91559433.29	87817111.7
Q8R3S6_peptide5	160473408	110274127.5	63397874.72	48736560.54	104394213.1	98891748.84	55096365.68	42444395.38
Q8BGH2_peptide1	2023023.688	3784684.398	4100320.121	3137741.021	2852650.935	2923508.23	3556246.91	3991453.101
Q3U7R1_peptide1	4642401.5	5154377.848	5975227.396	5489917.539	6554902.815	5674569.112	4899090.871	7033113.875
Q69ZK6_peptide2	5465146	6236494.402	7720745.047	7939392.22	4713329.218	5496458.41	6610117.422	5794802.191
Q6NZJ6_peptide1	118969477.3	114659744.9	152713943.3	158531288.7	40912012.1	28123397.88	40180908.73	45774674.36
P52480_peptide5	3092002.25	7462143.426	9358654.351	11574516.16	3607485.029	9353370.071	11156595.46	10648466.32
Q60931_peptide1	984110.8125	1348844.14	1476555.216	NA	1619577.505	1471077.363	1429434.231	NA
Q62165_peptide1	3802468.375	4572547.938	3583651.203	6624216.185	6482829.224	7496652.16	7626296.437	9829354.733
Q8C0L9_peptide2	1476518.75	2379550.334	2701288.197	1447866.775	1792189.705	1846921.021	2163875.531	NA
P11152_peptide1	2266707.5	2604786.276	2204944.626	2908484.278	3168795.419	3722563.807	2870793.496	3895304.323
P13707_peptide5	10975083.25	13048011.4	13347360.52	13478623.82	10985759.91	17153180.84	14214845.85	17145457.23
Q62448_peptide2	6821123.5	8775196.437	5068510.498	12072032.48	9161703.511	8610814.238	6041941.777	12030042.78
P32067_peptide1	4932246	6604562.404	6769071.864	7049892.929	6001881.773	5359129.827	6832551.188	5625934.094
Q8C0V0_peptide1	5652090	5169426.319	5095834.285	4922038.457	NA	NA	NA	28714276.12
Q9D8S3_peptide3	9637735.938	12513786.06	10122349.99	11104179.34	15459008.48	13079700.27	14586400.52	16093727.52
Q8BU11_peptide1	2194385.75	2983173.979	1927114.822	6251691.523	6475066.91	7117526.168	6703810.574	6866110.507
Q8BU11_peptide2	4171772	2943582.764	NA	3195008.111	3966640.685	3811344.278	3915978.673	2362852.088
Q8BU11_peptide3	NA	15721974.34	15531791.84	14491539.75	42979986.49	36519235.78	48539371.16	49658218.59
Q8BU11_peptide4	18378666	28738975.09	24790652.49	20706492.64	13286650.57	38513642.42	22378635.86	20845780.43
Q8CGI1_peptide6	NA	NA	NA	NA	NA	NA	NA	NA
Q8C4V1_peptide2	2781477.375	1286941.059	5587906.079	5216850.659	2613831.515	3446877.115	6339106.948	5218947.024
Q8K4L3; Q8K4L3-3_peptide5	1847199.625	2918549.517	3400091.273	NA	1765490.094	2491450.525	3432347.59	NA
Q8BG67_peptide2	NA	2192921.668	1763667.857	2491672.457	1828641.877	2151414.901	1722682.151	1741113.759
Q3UQU0_peptide1	7518908	11546483.32	12908099.21	13976782.97	8030554.26	11262395.81	11985928.58	12338926.54
Q8VCN5_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q8VI33_peptide2	18139542	24456030.27	25238283.73	22664687.69	12658286.65	10323565.57	13604922.19	9630132.35
Q5I012_peptide2	22190460.5	23093810.27	24247091.17	29918909.22	19446036.6	21428646.26	21759794.97	23276203.25
Q6NZF1_peptide5	6774179	8167225.25	8284170.262	8907282.823	7299939.443	8361911.153	7619203.735	8644326.788
Q3TRM4-3_peptide1	NA	2621911.281	NA	NA	NA	4069944.832	2683881.22	3000823.287
Q69ZR2_peptide1	15546452.75	20269777.5	28262765.97	27360292.99	21831829.13	19617830.42	20565870.09	20420150.53
Q69ZR2_peptide2	2925112.5	1588062.659	602016.9937	363831.4928	2840057.246	1686039.783	610835.4251	1051681.663
G3X9K3_peptide1	6709142.5	8753110.221	5174744.094	8452003.664	6371373.993	6761172.018	7320666.497	8893878.501
G3X9K3_peptide2	5275683.5	4091161.864	2646793.582	2230233.45	1442455.857	6492773.38	2436813.095	NA
P99024_peptide1	3881434.5	NA	NA	NA	NA	NA	NA	NA
Q8CDN6_peptide2	NA	2240694.62	3368746.555	4036676.988	1263211.182	2118663.315	3000475.968	1088848.161
Q5SF07_peptide1	119635094.5	188786303.6	194344274.6	208346997.4	140775841.5	187957398.8	175340617.3	182059665.3
Q5SF07_peptide2	210556576	227969134.8	264527221.5	276537104.6	198604646.3	225386353.8	235835444.7	253329808.4
P97360_peptide1	31303936	43833356.27	55000360.2	54291646.33	33523561.85	39176858.82	43142633.76	45892566.69
Q8BWT1_peptide1	478889.375	1243658.493	1306570.565	1554118.59	1091413.166	1014264.96	1065546.764	1019445.934
Q61183_peptide1	8198684.5	10536076.82	15538385.58	15171304.12	9652098.01	9244445.423	13383357.69	16365562.38
Q99NB9_peptide3	1209636.875	1618833.309	2156248.509	1815018.142	1553252.292	2275970.001	NA	2196871.542
Q99NB9_peptide4	4321437.5	15200553.32	9379116.639	11209847.15	6369930.279	12269181.67	12346237.83	14009683.88
P09411_peptide3	1172171.75	947706.1594	NA	2355419.13	NA	1191954.831	NA	1392552.068
Q6KCD5; Q6KCD5-2_peptide6	12682790.5	12197179.2	9532845.224	12222762.36	15010160.46	11732680.27	17309689.72	12132688.88
Q02053_peptide12	5190325.727	20376195.96	9496154.258	9036801.91	12302109.63	14207098.26	8668011.612	9742708.285
O55131_peptide3	13403808	18153659.06	19430208.52	18268498.15	11509579.33	16686279.57	13909030.24	12823298.82
Q9EQJ9_peptide2	1802320.875	2258235.427	2008011.813	1959955.694	NA	NA	NA	NA
P09103_peptide3	12674739	15751734.2	12261129.74	12793587.37	13442062.23	15941229.14	12853814.14	13630210.48
P10126_peptide3	12625332	12104608.41	14972437.09	14573718.41	22545277.94	17010164.41	13007543.2	17521613.61
Q9JHI7_peptide1	5821275.5	1525663.982	NA	669427.8066	592618.5774	898459.5661	1005010.499	532008.9629
Q3THK3_peptide1	15846159	27175792.42	32427143.75	30337942.98	6111851.481	7188033.809	7607878.206	6792450.565
Q3THK3_peptide2	NA	NA	1482210.544	4044660.51	NA	NA	1208117.593	2110137.652
Q9Z0F8_peptide1	17383838	22479076.69	21781968.03	19847606.71	14972083.48	17740910.27	20840432.66	17645715.88
Q9Z0F8_peptide2	7827708.5	6238253.298	NA	NA	1644114.217	4807657.817	NA	NA
Q91VW9_peptide1	5197175	6116228.258	7152431.475	6250812.642	8175700.203	9132375.883	8062269.876	8937141.682
O54724_peptide4	13562845.69	20717001.85	5314723.677	7491440.185	13997002.75	18301625.36	8892666.135	1423137.74
Q80YR5_peptide1	22953352	22508469.83	19635889.76	15677837.85	21867717.97	23153324.8	20260261.61	16502189.96
Q6PB66_peptide1	2107554	2049225.132	2458200.343	1535344.652	2478455.011	2342062.066	2534228.311	1694942.445
Q7TT18_peptide3	22650878	26220863.07	29391625.92	26875607.36	28529132.45	23182823.48	24993163.73	27169334.5
Q8BGC0_peptide9	16488952	15131927.35	21362755.31	12591474.7	14141546.65	7593409.396	20546964.33	10164452.2
Q922M7_peptide1	9404739	15631437.18	NA	16647095.28	12544777.15	11928983.63	2290878.267	14304449.5
Q3UDE2_peptide1	7291754.125	5226796.183	4646221.797	4708609.603	5742603.221	4376584.461	3976152.004	5136835.234
Q8BJF9_peptide1	NA	405964.9132	626010.8339	408279.2384	NA	621194.2235	379839.4624	528707.3084
Q9JHU9_peptide2	14762216	20751657.47	22789832.81	22701167.22	17680137.25	22476319.54	20936376.01	19602006.05
Q9Z204_peptide4	58773139	81045306.35	49359708.89	32483196.39	41072294.24	66649605.16	27421211.75	21132370.82
Q9Z204_peptide5	NA	NA	NA	NA	NA	NA	NA	NA
Q9Z204_peptide6	7124584	23617656.03	NA	25957724.08	7548217.059	11244123.93	9990649.119	11994528.5
Q9Z204_peptide7	971356577.8	1412060380	1195102648	1441789310	1020031298	1249938635	1115960080	1293666226
Q9Z204_peptide8	76408684	101346615.3	94038919.14	102848648.3	94125188.19	121498491.6	103142609.7	109814479.8
Q9Z204_peptide9	68876545	89199540.22	100629985.9	98593256.31	62809304.18	94351280.61	88209288.02	71902211.75
Q9Z204_peptide10	3523755	4401307.298	6474883.66	4181948.802	3758729.766	5007520.297	NA	NA
