From	To
Q9WV02	19655
Q64467	14447
P16054	18754
P70429	14026
Q9R1Q6	65963
P35123	22258
Q99M03	53858
Q61879	77579
P25206	17215
Q3TIX9	28035
O35855	12036
P70365	17977
Q9DBT3	52132
Q68ED3	214627
Q7TPQ3	268281
O55201	20924
P98078	13132
Q9CQ22	66508
E9Q236	239273
Q64318	21417
Q9D1A2	66054
P28352	11792
P83093	116873
Q9DCN2	109754
P35486	18597
Q60932	22333
Q9CX84	56470
P12970	27176
Q3V3Q7	217893
Q99K85	107272
Q8VIG1	19712
P54726	19358
Q9CY64	109778
P80316	12465
Q810L3	231600
P16301	16816
O35071	16562
P0DOV1	381308
Q9Z1N5	53817
Q8CFE4	213326
O35491	12748
Q8BMG7	98732
Q3UPL0	69162
Q8R1N0	66983
Q91YN0	28040
O08539	30948
Q8VBX6	17475
P14733	16906
Q9WVA2	30058
O35887	12321
P11416	19401
Q9Z2D1	77116
P57776	66656
Q8R3N6	225160
A2AGH6	59024
P54822	11564
Q5DTU0	226250
C0HKD8	100034361
C0HKD8	67532
P10126	13627
P57780	60595
Q7TPR4	109711
E9Q784	67302
P43274	50709
P15864	50708
P43277	14957
P05132	18747
Q00731	22339
Q9CZK6	72615
P31096	281499
Q0GNC1	70435
Q9D883	108121
P70698	51797
P51432	18797
P62983	78294
Q922R8	71853
Q61144	19165
Q8CAQ8	76614
P28033	12608
Q8BZH4	229584
Q9Z1X4	16201
O09167	19933
Q9CU62	24061
A2ARP1	327655
Q6PGB8	93761
Q78HU3	73711
Q9JI11	58231
Q9Z1J2	23955
Q8R0H9	106039
Q01853	269523
A2AN08	69116
P62900	114641
P45952	11364
P70459	13875
Q80XU3	98415
Q80ZI6	227738
Q9JK91	17350
Q9Z1Y4	22051
P30415	18087
Q3TLD5	19777
Q9Z0U0	19775
Q9CQQ7	11950
P31324	19088
Q7M753	74450
P53564	13047
Q8JZX4	76938
P46467	20479
Q8BWT1	52538
Q9D9K3	74268
Q9D727	67101
Q8BXQ8	66306
Q7TN02	70625
O35126	13498
Q8CCA0	100737
Q91ZJ0	71711
Q8JZU2	13358
P62889	19946
O70546	22289
Q6P4S8	68510
G5E870	14897
Q8CFJ9	268933
Q9CQN1	68015
Q91VW9	72739
Q9EPU4	94230
Q923W1	116940
P80313	12468
Q3TSG4	268420
Q99NF3	83922
Q60855	19766
P55096	19299
Q6P5E4	320011
Q7TN98	67579
Q80XJ3	209683
Q8BTV2	269061
Q3U1V6	54122
Q91YU8	235036
P97819	53357
E9Q3C1	207781
Q99M51	17973
Q9R0Q7	56351
P60710	11461
P63260	11465
P00520	11350
P14901	15368
Q9Z0E8	20520
P58686	73737
Q924Z4	76893
Q8BIJ6	381314
P62317	107686
Q6NZN0	74213
Q7TMF2	67276
O35099	26408
Q6PD03	226849
Q922R0	19108
Q8C0J6	268301
A2BH40	93760
Q91V04	72265
Q9CZL2	70617
Q9JMC3	58233
Q9CZ13	22273
Q9CXE2	77045
Q9Z1B8	21652
Q3UM45	66385
A2A5R2	99371
Q9D771	66950
O08580	26379
P02663	282209
Q8K1L6	68918
Q1HFZ0	28114
Q91X21	77034
Q99KR6	80751
Q9R1C7	56194
Q8K021	107767
A2A8Z1	100273
Q62187	22130
Q61771	16569
P10107	16952
P63242	276770
Q9JLJ2	56752
Q8BG48	98267
Q9JIG4	54646
Q14B98	338368
Q99K70	54170
Q3UQI9	330323
Q9DCL8	66849
Q07243	17764
Q60597	18293
P59325	217869
P41158	13714
Q91WE1	69024
Q9D9U9	71870
Q80TM6	71750
P97473	21357
Q99KQ4	59027
P52293	16647
Q8C5Q4	231413
Q9WVM3	56317
Q8JZK9	208715
Q8K1S3	107449
Q9EPU0	19704
Q922J3	56430
Q8CJ40	230872
B9EJ86	237542
Q9Z2X1	98758
P08121	12825
P60843	13681
Q9D4H1	66482
P35564	12330
Q61183	18789
Q8C0L8	238123
Q78IK2	66477
Q9D4H2	74375
Q8K2B3	66945
Q61624	22661
Q9WVG9	17692
P49070	12328
Q8R2X8	66352
Q9D3X9	71306
B2RY56	67039
Q8K1H7	216198
Q9DC29	74104
D3YXK1	666704
Q923B1	83703
Q78WZ7	28071
Q60994	11450
O88685	19182
Q80TF3	279653
Q80TV8	76707
P62869	67673
P97927	16775
Q8CG79	209456
Q07231	22697
Q8CH77	215690
Q923T9	12325
Q9CQJ4	19821
Q9CR84	11951
P63325	67097
Q9D8S9	69168
Q3U3C9	382034
Q8BXJ2	224829
Q9D0B0	108014
Q9Z2C5	17772
Q9CQK1	448850
Q9CRD0	68095
Q64337	18412
Q9Z204	15381
P54071	269951
O70435	19167
Q8BGR5	77938
Q9D892	16434
Q61584	14359
Q9ESF1	83762
Q9JM61	56229
Q8BZQ7	99152
P51410	20005
P52592	14739
Q8BGC0	72459
P25444	16898
Q8R0A2	235132
Q9WTS2	53618
P35505	14085
P36916	14670
Q99PG2	72075
P46061	19387
Q61160	14082
Q8CJ26	67169
Q99LH2	19210
Q6NZP2	77110
P61027	19325
Q8VHE0	140740
P62071	66922
Q9JJ28	14248
Q69ZZ6	330401
Q9D0M3	66445
Q9QXH4	16411
Q8R2U0	72124
Q9JJC9	80517
Q9JIL5	68842
Q9JHY3	192200
P70188	16579
Q6PCQ0	74239
Q8C078	207565
Q8CE72	73692
Q9Z239	56188
Q9CY24	67706
Q3UIA2	70497
Q61216	17535
Q8BL80	239027
Q6NVE8	72404
Q9JM52	50932
P26645	17118
Q9EST5	67628
P70333	56258
E9Q5K9	231386
P99024	22154
P68372	227613
Q923Q2	243362
P70210	21678
Q8C0E2	69091
Q9ERS5	83436
P31786	13167
O70404	22320
Q66T02	269608
Q8VDM6	232989
P50580	18813
Q7TNF9	215512
O54998	14231
P13020	227753
O35685	18221
P40124	12331
Q99MR8	72039
O35153	54399
Q3U8K7	225888
Q3UVL4	68505
P51954	18004
P12382	18641
Q0P678	76014
Q9Z248	11569
Q8BJ51	69900
Q9DCN1	67993
Q91WG4	58523
P15066	16478
P25962	11556
Q9CQG2	67493
Q8CHX7	74013
B2KF05	268936
O55234	19173
P58058	192185
P32507	19294
Q8CHQ0	106052
Q6S5J6	79264
Q9JHI5	56357
Q9Z0P4	18483
Q9WV55	30960
Q91YE7	83486
Q9ESL4	65964
A2AUY4	407823
Q8BH04	74551
Q9QUM9	26443
Q9QXE0	56794
Q80VP0	70381
Q6NXY9	67486
Q8VDY9	67770
O09174	17117
Q91VS7	56615
Q8CF60	74120
Q6RHR9	14924
Q8R326	66645
Q8BFX1	108660
P62996	20462
Q9JK53	116847
P49312	15382
Q9CQ33	66863
Q6NSR8	228961
Q80ZK9	230796
P27773	14827
Q9CYG7	67145
Q99K41	100952
Q9Z2I9	20916
O70310	18107
Q91YH5	109168
A2CG63	94246
Q8K3W3	192160
Q8BTT6	215193
O35874	55963
Q3UZ01	67225
B2RWS6	328572
Q924H7	225131
Q99L43	110911
B2RVL6	71918
Q8BTW9	70584
Q8BIH0	269003
Q922B2	226414
Q8R035	68572
Q8CC88	219189
P27659	27367
A2ALW5	72429
P17182	13806
P17182	433182
Q8BG40	74187
O55022	53328
Q9DCS3	26922
P47941	12929
P97360	14011
Q8CI11	30877
Q91YR7	68879
P22682	12402
Q9Z131	24056
P59222	224024
P06745	14751
E9Q735	140630
Q3TWN3	94219
Q9DBE9	56095
Q9Z0Y9	22259
P29595	18002
Q6R0H7	14683
P68254	22630
P17809	20525
P35980	19899
Q91VR5	104721
Q60790	19414
Q91YU6	226154
Q6P4T1	102607
Q9ER69	60532
E9PYL2	233210
Q6DFW4	55989
Q8K4I3	73341
Q8K2W3	106200
Q8CH02	70616
Q8VIJ6	71514
Q8QZT1	110446
P14824	11749
Q3UJV1	232933
Q80XL6	102632
Q8BIA4	231672
Q8BH57	67561
Q8VIK5	73182
Q8BRN9	319965
Q9ERG0	65970
P39054	13430
Q9QZR5	15258
Q8CGC7	107508
Q6PGG2	78816
Q60769	21929
Q9Z247	27055
P58006	140742
Q8BHD8	245867
Q8K298	68743
Q8VD33	218544
Q8BXA1	73124
Q791V5	56428
Q9D1J3	66118
Q9CR57	67115
P20108	11757
Q3UQN2	218503
P60904	13002
Q6A0A9	218236
P53395	13171
Q8BP67	68193
Q9QZE5	54161
Q04750	21969
Q9D6J1	67260
Q7TQG1	240753
P46935	17999
Q8CEC6	238831
Q9EP66	80885
Q9CRC8	67144
Q9WTP6	11637
Q9EQG9	68018
Q62073	26409
Q68FL6	216443
Q921M4	99412
O35250	53413
Q8BQ30	76448
Q8BKU8	72477
Q61712	13418
Q8VDP4	219158
Q9D8T7	380773
B2RUJ5	319924
Q8R016	104184
Q80YR5	224902
Q8BFR5	233870
Q810A7	72047
Q6ZWV7	66489
Q148V7	227446
P63028	22070
Q9R1P1	26446
Q61024	27053
O35295	19291
P48758	12408
P49722	19166
Q8R409	192231
Q9CQN6	66154
Q9Z2Z9	14584
Q8C4X2	70425
Q3U6N9	117171
P50636	30945
P0DP27	12313
P0DP27	12314
P0DP27	12315
Q8BSY0	65973
O08795	19089
P10922	14958
Q08639	21781
O35973	18626
O55028	12041
Q9EST3	74203
P70349	15254
Q9D735	68544
Q9CW79	76899
P99028	66576
P19157	14870
Q9WUM5	56451
Q8BK06	71538
Q6ZWR6	64009
P07214	20692
P18608	15312
Q9EQK5	78388
Q8CIS0	108723
Q8K268	27406
Q60930	22334
Q9JMH9	360013
Q8VID5	170472
O08750	18030
Q8R4X3	75710
Q91ZM2	20399
P26638	20226
Q9D0L8	67897
Q8C080	74718
Q8CDD8	66989
Q99JP0	225028
P62956	81904
Q8VCS6	192191
Q9EPE9	170759
Q8BVU0	70144
P08249	17448
O55047	24086
B2RRE7	73945
P26151	14129
Q99L20	103140
O55029	50797
P61022	56398
Q14AM7	69053
Q7TSJ2	17760
Q8K3K7	67512
Q8BFU3	235315
Q8K224	98956
Q8BGE6	66615
P03893	17717
P28867	18753
P17095	111241
P17095	15361
Q9D880	66525
O55106	268980
Q80Z25	237222
D3YXK2	224903
B2RRD7	78783
Q6A085	320683
O88441	53375
P53994	59021
Q6PGA0	214742
P63323	20042
Q62018	22083
Q8C0L9	74182
Q8BQ47	66455
P42230	20850
Q04692	13990
Q78T81	98952
P09671	20656
Q3UE17	237400
Q9DCX2	71679
Q62255	20689
Q03963	19106
O55143	11938
Q8BV79	320429
Q61595	16709
Q8BN78	56805
Q91WQ3	107271
Q6NZQ6	68744
P67871	13001
P63101	22631
Q8R4N0	69634
Q8BK03	108958
O70551	20815
Q9QZE7	53424
Q80W54	230709
Q8K248	242642
P58404	97387
P48754	12189
Q64521	14571
Q61824	11489
Q7TQI8	52808
P48771	12866
A2A7S8	97130
Q9CR25	67728
Q8K1Y2	75292
Q61586	14732
Q91XC8	223453
Q61062	13544
Q8CCP0	66244
Q9Z0W3	59015
Q6P3Y5	208968
Q99LC5	110842
Q80U59	320661
Q9JMK2	27373
Q9D3D9	66043
B2RQC6	69719
Q3THE2	67938
P48036	11747
Q8VC26	380712
O70152	13480
Q61029	21917
P28271	11428
Q8BHN3	14376
Q61334	12033
Q7TPV2	224170
P19783	12857
O09117	19027
Q07417	11409
Q5F2E8	216965
Q5FWK3	228359
Q99KX1	30853
P10518	17025
Q5PRE5	212127
P51830	11515
Q9D0E1	76936
Q9JHC9	69257
Q7TQK0	72949
Q9Z1X2	27388
P42209	54204
Q80UF7	106759
Q8K0D5	28030
O35316	21366
Q6P1D7	52864
Q5RKZ7	56738
Q61188	14056
Q6ZQ38	71902
Q9JM93	65105
P21956	17304
Q9CR68	66694
Q9JJA7	56036
Q9D1R2	100087
P28704	20182
Q9Z1F9	50995
P59281	223666
Q9CQU5	52696
Q61655	13680
Q8K1Z0	67914
Q9DAZ5	69770
P97496	20588
Q9CXW4	67025
Q6IE82	382207
Q8CE93	270711
Q8C1E7	215210
P48024	20918
Q91WM3	27966
P43407	15529
Q80TL7	67074
Q9R078	19079
P60487	57028
Q9DBR0	56399
Q8BG05	229279
P97429	11746
Q9CZ44	386649
Q9DCL4	76894
Q9Z1W9	53416
Q9D3P8	67759
Q99JB8	80708
A2A9A2	242620
Q8C0N2	231510
Q91XB0	22040
O88543	26572
Q9CPY7	66988
Q99MD6	232223
Q8CHP8	67078
Q8BX90	319448
Q8BVL3	266781
P50544	11370
Q8QZV7	71177
Q9DCS2	68347
Q80TM9	64652
Q9CZD3	353172
Q6PGC1	218629
P47955	56040
O08709	11758
Q8R0Y6	107747
Q8K2W9	74359
Q9DB43	81909
Q5U465	76041
Q8BM47	241075
Q8BJZ3	69660
P26041	17698
Q66JY2	227195
Q99J99	246221
P70670	17938
O08605	17346
Q99J39	56690
Q99MY8	192195
Q6P2K6	68734
Q9D7N9	71881
O09131	14873
Q04207	19697
Q00899	22632
Q8BMJ2	107045
Q9DCD0	110208
Q9QXG4	60525
Q3UG20	69188
O08601	17777
E9PVA8	231659
P0CB42	211064
P10711	21399
Q8BH82	242864
Q9JLM4	56364
Q8C1Z8	108943
Q6ZQ03	55935
Q9JI44	66233
Q4VA55	245631
Q9JMG3	64295
Q80TQ2	74256
Q8CHZ9	545725
Q8CES0	70646
Q9D8E6	67891
Q9D8M7	72057
Q91VV4	72121
P62897	13063
Q9D2V7	78885
Q93092	21351
Q9EQH3	65114
Q8BH74	103468
Q920N2	110948
Q99JR8	83796
Q6PCL9	216578
P14685	22123
Q9CRA8	27998
Q9JKR6	12282
P47911	19988
Q61609	20515
Q8QZS1	227095
Q3UF25	69179
Q91YT7	213541
Q8BTW8	66971
Q9ESU6	57261
Q8BHA0	225280
Q3TDQ1	68292
P97493	56551
P53986	20501
O70503	56348
Q91ZW3	93762
Q9R0E2	18822
Q3TLI0	216131
Q9QYB1	29876
Q8R4K2	266632
Q8R010	231872
Q640M1	72554
P30280	12444
Q8R1I1	66152
P62830	65019
Q9CYI0	70591
Q8C3R1	231841
P20444	18750
Q8BSM7	72401
P16125	16832
Q9Z2I8	20917
Q8K4Z6	210198
P97807	14194
Q3TRM4	50767
Q91W96	52206
Q8VEJ9	116733
Q8C796	104383
Q9DAU9	72020
Q3THG9	69684
P61807	20621
P62281	27207
P14148	19989
Q8BJA3	219150
Q91V01	14792
Q9JIM3	76251
Q9CQS8	66212
O35226	19185
Q05816	16592
Q9ESE1	80877
Q8VCT4	104158
Q8VDD5	17886
Q99MB2	67472
Q9CQA3	67680
Q05CL8	28036
P10639	22166
Q8BXK8	347722
Q6PAJ1	110279
P14602	15507
Q8K135	100317
Q8K330	245857
P28653	12111
Q99K48	53610
Q9D4H4	75723
Q920R0	74018
Q9D0F3	70361
Q8BVD5	75739
O70348	112403
P55302	16976
Q9WTP7	56248
P62301	68052
P99026	19172
P54731	14084
Q9Z1Q9	22321
Q9D7X8	110175
Q3U2S4	54644
Q6P9R2	108737
Q9CSH3	72662
Q62264	21835
Q8BVE8	107823
Q9CZV5	72195
O88351	16150
Q02819	18220
P63037	15502
Q8K039	66202
Q8K3G5	101568
Q8VCD7	76804
P24788	12537
O08759	22215
P54276	17688
P61028	235442
P55258	17274
Q3UGS4	192173
A6X8Z5	12549
Q9JJ89	108673
Q6NS82	227298
P97450	11957
Q9CV28	66960
P62717	76808
Q78PY7	56463
Q06185	11958
Q3U5C7	106042
Q9JL35	50887
O70279	27886
Q9DB20	28080
O70251	55949
Q8R1C6	239706
Q9QXY9	56535
Q6PB66	72416
O54826	17354
Q8R3F9	70044
Q9Z2E9	14705
Q9R0P4	56372
O08547	20333
P61294	270192
Q499D0	71375
Q91V83	75425
Q9CZR8	66399
Q9CQ92	66437
Q9CQX2	66427
Q91YL2	70294
Q9D032	72475
Q9DCH6	65098
Q9CYW4	72748
Q3TMW1	234582
Q80W88	239099
Q8R3N1	75416
P32020	20280
P61290	19192
Q8QZZ7	69786
Q6ZWY3	67941
Q6ZWU9	100043813
Q6ZWU9	57294
Q6PDM2	110809
Q3U1J1	69714
P51174	11363
Q9CPQ1	12864
Q99JR1	14057
P62774	14489
Q9ESJ4	80987
Q6PFH3	212123
O89090	20683
Q9DD18	66044
Q6PHZ2	108058
P27699	12916
P62918	26961
Q61550	19357
Q6PCM1	104263
Q9D1Q6	76299
O55229	12651
Q62448	13690
Q91ZJ5	216558
Q9DBL7	71743
O35623	12068
P57080	30940
Q61576	14230
Q3U2A8	68915
Q6P5D4	381644
Q9WV66	57438
Q9DBT5	109674
O08792	13592
P47963	270106
Q8CGN4	71458
O88852	22110
Q3UFK8	67457
Q9Z0P7	24069
Q64433	15528
Q9CQ10	66700
Q80Z37	106021
Q3ZT31	102141
P35821	19246
P62874	14688
P18826	18679
Q3V1L4	76952
Q922D8	108156
Q6DFV5	78455
Q6P5F6	227059
Q8BMA3	215748
P35283	19328
Q7TQK5	70829
O70133	13211
Q9CWS0	69219
P58389	110854
Q7TN29	69780
Q922T2	216760
P62852	75617
Q5DU25	245666
Q9D1Q1	68533
Q9WUA6	23797
O08582	14904
Q9D7S7	68028
Q922D4	52036
Q9DBR2	71721
Q8VEH6	226043
P29758	18242
Q63943	17261
Q56A08	209416
Q9ES18	60611
Q8C0J2	77040
Q5HZG4	209361
Q6VN19	74334
Q9CQ60	66171
P58462	108655
Q9CZM2	66480
Q8K1H1	100121
Q8CIL4	66523
Q9CQH3	66046
Q06831	20677
P97822	66471
P41105	19943
Q61187	22088
O35130	14791
P58771	22003
Q7TMY7	320727
Q9D6J6	72900
A2APF3	664799
O35111	16527
Q8VI75	75751
Q9DCH4	66085
Q80T69	229675
P51908	11810
A2APV2	71409
P35585	11767
Q9JHD1	18519
Q61543	20340
Q61009	20778
Q91ZA3	110821
P62259	22627
P83877	27366
Q8BSI6	71843
P42932	12469
Q6PAV2	67345
O35640	11752
Q29443	280705
Q99L13	58875
P24369	19035
Q8K072	72549
Q8K299	71145
Q9D172	28295
Q9WUH1	56395
Q3UHX9	227695
Q9D4H8	71745
Q921F4	72692
O08917	14251
Q99JN2	224023
P61750	11843
Q7TMK9	56403
Q9JK81	60315
P47857	18642
Q9R1T2	56459
Q61850	14234
Q8VEM8	18674
Q8R2S9	56249
P14142	20528
Q91VN6	72935
P62270	20084
Q8CI71	73288
P16332	17850
Q9D168	71793
Q9QZM0	54609
Q8BH49	231717
Q62313	22134
Q99KK9	70791
Q8C5K5	69155
Q61696	193740
Q9Z0G7	81630
Q62186	20832
P47962	100503670
P09405	17975
P03911	17719
P35700	18477
P60229	16341
Q8CHT0	212647
Q6DIC0	67155
Q9QYJ0	56445
Q9CWT3	71982
Q99P30	67528
Q9CX60	77889
Q99MN1	85305
Q3UHX0	70930
Q9DB85	101867
Q3V209	72053
Q7TMB3	53412
Q3UBX0	68539
Q9CWJ9	108147
Q7TN31	66549
O88508	13435
P62806	100041230
P62806	319155
P62806	319156
P62806	319157
P62806	319158
P62806	319159
P62806	319160
P62806	319161
P62806	320332
P62806	326619
P62806	326620
P62806	69386
P62806	97122
Q9QXK7	54451
Q3TFK5	66614
Q9QZI8	56442
Q9ES97	20168
Q3UV55	217166
B1AXD8	433693
Q6PGF7	102058
O35857	21856
Q4KML4	73112
Q9Z2R6	22248
G5E829	67972
E9Q8D0	78244
Q9EPJ9	228998
Q8BKC5	70572
P28800	282522
P56135	57423
Q9ERS2	67184
Q8C729	213056
Q8R2Y2	84004
Q00322	12609
Q78ZA7	17955
Q61382	22032
Q8BXV2	76809
Q99JF8	101739
P97351	20091
P62962	18643
Q8BGH2	68653
P84091	11773
Q8CCF0	68988
Q8C1A5	50492
P41183	12053
Q9JJK5	64209
Q7TPD1	225055
Q69ZI1	59009
Q60715	18451
Q923Z0	64297
Q8BHL5	140579
Q91WI7	101142
P50247	11615
P50247	269378
Q9D1E6	66411
Q05793	15530
Q9DCT6	104457
Q8VCW8	264895
Q01147	12912
Q99MR6	83701
O35343	16649
Q8C156	215387
P60867	67427
Q9DBU5	74132
Q80XJ2	70238
Q80SY4	225164
P36552	12892
Q3U0V1	16549
P14131	20055
P62137	19045
O08663	56307
Q9CY27	106529
O35215	13202
Q8R3P2	74198
Q8BHS8	319613
P09450	16477
Q8BYA0	108903
Q9R1Q7	18824
Q8BHZ4	233410
Q9QXE2	56626
Q9CXI5	74840
A6H6A9	29809
Q4VAA2	321022
O88792	16456
Q8K0C4	13121
Q8C0L0	52837
O35607	12168
Q91WS0	52637
Q99JT9	104923
Q99KK1	28193
Q99L02	67278
Q8CDN6	53382
Q5U5Q9	20184
Q9JKB1	50933
Q8JZX9	104252
Q3U1T3	52592
O88907	56469
P70266	18639
Q8VDM4	21762
P26618	18595
Q64321	22724
Q60649	20480
P97801	20595
Q80X73	105083
Q99LG0	74112
Q64152	218490
Q9CY50	107513
Q99J79	107986
Q99PT1	192662
Q9CYR0	381760
B1AVZ0	331487
Q9D6Y9	74185
Q3UWM4	338523
Q78IK4	68117
Q8CHU3	13855
P28667	17357
Q9ESK9	12421
Q6ZQK5	78618
G3X9J0	74206
Q8BXA7	244650
Q8R574	212627
P62077	30057
Q6PHU5	20661
Q6ZWN5	76846
Q4FK66	230596
Q6DYE8	209558
Q8CCS6	54196
O70566	54004
P42669	19290
Q7TQG0	230119
P15626	14863
O89001	12874
Q9DCI3	76205
Q8CIW6	171429
Q924N4	107723
Q9JIS8	20498
Q9DBP5	66588
O54786	13347
Q9R0T8	56489
Q91W98	100561
Q8BGW1	26383
P61255	19941
Q9D6K5	105940408
Q9D6K5	24071
Q9D620	75767
O70194	55944
Q8BXL9	320678
Q8BIZ6	76793
Q3UZ39	16978
Q99MQ1	83675
Q99MD9	50927
Q9CR21	70316
Q99L47	70356
Q7TQE6	66146
Q8K3D3	72931
Q8K2I9	50755
Q9WUR2	23986
P56565	20193
Q80YR9	72397
P24547	23918
Q9QXV1	30951
Q91VL8	57321
Q3UHA3	214585
P47757	12345
Q9D486	74440
Q8CEG5	66264
Q8BRF7	76983
O35381	11737
Q9D9V3	52665
Q01768	18103
P15532	18102
Q8BKS9	52874
P02340	22059
P62242	20116
Q8K190	67509
Q99LP6	17713
Q8VDG3	74108
Q9CQY2	67148
Q91VE0	26569
Q62440	21885
P50431	20425
Q0P5V9	106068
Q99M28	19826
Q9JJY4	53975
Q68FE2	245860
Q9Z2V4	18534
Q91WU0	234564
P63168	56455
Q9CW03	13006
P62264	20044
Q3TYA6	75339
Q6P3A8	12040
Q8BG51	59040
Q9CQ28	66632
Q9EQM6	94223
Q6RUT7	214489
P53798	14137
O08739	11717
Q8K0D0	237459
Q9CQV7	67713
Q9D1D4	68581
Q9JHS4	270166
P01108	17869
Q80TI0	235283
P97302	12013
Q9D0L7	67211
Q9Z1Z0	56041
Q60949	57915
Q61026	17978
P08228	20655
Q9CWP6	76763
B2RUR8	229603
Q4VBD2	231225
Q569Z5	212880
Q99MK8	110355
Q8BMS9	215653
Q3TZZ7	52635
P19324	12406
Q8K3G9	216190
Q6PIE5	98660
Q9ERE3	170755
Q3U3R4	76483
Q7TMF3	66414
P97864	12369
Q8VBT0	72736
Q8K0V4	232791
P32067	20823
B7ZMP1	321003
Q78HU7	71683
Q80W14	54614
P42125	13177
Q6PE01	66585
P0CG14	214987
Q8CFE3	217864
Q9CWE0	76824
Q8BUK6	320191
Q8BMI0	107035
Q80T85	320808
Q8BXZ1	67988
O35144	21750
P70460	22323
Q60710	56045
Q8R1B4	56347
Q9CQF4	67851
Q9Z0H7	12042
P56379	70257
Q9CXT8	73078
Q8K354	109857
Q99JI6	215449
P35276	19340
P18572	12215
P23249	17454
Q9CZV8	72194
Q9QXK3	54160
Q61753	236539
Q61207	19156
Q7TPM9	233315
Q9CZX5	72400
P17012	22764
Q99KP6	28000
Q9CZH7	67622
P14873	17755
Q922U1	70767
Q5SW19	74148
Q6ZQ89	223455
Q9D7B1	66369
Q61036	18481
Q7TS75	72345
Q8R146	235606
Q8BSE0	381110
Q3TQI7	227707
P43029	238057
P56812	56330
Q80YT7	83679
P70677	12367
Q9Z160	16834
Q9ER41	30934
P25916	12151
Q8CIG3	218214
Q8BPZ8	70681
Q60668	11991
Q3TVI4	71059
Q9JIL4	59020
Q8VE18	74133
Q8K2C9	57874
Q91X20	23808
Q8VCE2	74254
Q99KV1	67838
P18242	13033
Q8CH25	66660
Q8CGC4	241846
Q8CIB6	70612
Q8K1E6	69113
Q9CXY6	67781
Q9EQU5	56086
Q66L44	100503659
P62245	267019
P61161	66713
Q3TEA8	15441
Q9D824	66899
Q8R349	69957
Q9QZS8	27387
Q8BXN9	211499
Q62314	22135
O08997	11927
P70182	18720
Q9R0E1	26433
Q91VI7	107702
Q9CX66	28109
B2RQE8	71544
P22892	11765
Q9DCL9	67054
Q9EP82	57773
P51612	22591
Q8K0G5	380752
Q9DBS5	74764
Q91WK0	71268
Q9DBC7	19084
P56394	12856
Q8JZQ2	69597
Q8CBW3	11308
Q9D8N6	75660
Q9ER72	27267
O35972	19935
Q4VAA7	235406
Q9DBF7	67480
P10923	20750
Q6PB44	104831
Q8JZY2	69456
Q6PCN7	20585
O89116	53611
Q5SUF2	67684
Q91XT4	89867
A2AQH4	320376
Q9EQI8	67308
Q8BYK6	229096
Q8BGB2	225049
Q80W68	170643
Q9JLI6	50880
Q8BVR6	67610
Q8VDY4	230500
O08856	13716
P68134	11459
Q9WU78	18571
Q66JV4	77604
P14206	16785
Q62120	16452
Q9WTI7	17913
Q8CFC7	53609
Q9ESX5	245474
Q9CZX8	20085
Q8C0L6	212503
Q9DCE5	68083
P11247	17523
Q8R081	15388
Q6PEB6	19070
P46471	19181
Q8BIQ5	108062
Q6NWW9	72007
Q64674	20810
P84084	11844
Q9CQM9	30926
Q8BUL6	101476
P62196	19184
Q8C3F2	207375
Q9Z1G3	66335
P83882	19982
P83882	66483
Q9Z2N8	56456
Q9WU56	56361
Q6Y685	320165
P47758	20818
Q62431	13496
Q91YL3	68556
Q62315	16468
Q9R0Q3	56334
O55142	57808
Q9CQJ6	68184
Q6P3B9	68731
Q9D2R0	78894
Q6PIX5	13650
Q8R4E6	75029
E9PV82	74504
Q80Y84	75605
Q99J36	233802
Q6ZQM0	67338
Q69ZC8	67467
P09925	20930
P62715	19053
P18762	11555
P12813	15370
Q9JMA1	59025
P30416	14228
O55176	18744
O88665	26992
Q9QZQ8	26914
Q9Z1P7	80880
Q3USH5	231769
Q571B6	434204
P63166	22218
Q8C0D5	101592
P53668	16885
P26187	17314
Q3TX08	212528
A2AR50	241308
A2A8U2	230917
P08030	11821
Q8K2F8	67070
Q9CZH3	66506
Q91XS1	170749
Q80X41	22367
Q8BGS3	74570
Q921M7	223601
Q8CFT2	208043
A0A338P6K9	99003
Q3UL36	234023
O88978	54562
Q61122	17936
Q8BZX4	218543
Q8CAY6	110460
Q9WU40	380664
P13405	19645
O89091	21847
Q921L5	76332
Q3UD01	382423
Q9D0J4	56327
P97315	13007
O08579	13726
P68040	14694
Q9EPA7	66454
Q8BGD8	67892
Q8K1N1	67452
P84104	20383
Q9CX86	77134
Q9DC33	66867
Q9D722	66680
Q9CR76	66690
Q76I79	231637
Q80XC6	217827
Q6P5B0	107094
P53762	11863
P58281	74143
Q3U319	233900
Q641K1	67269
Q9DB70	72018
P50518	11973
Q9JII6	58810
Q9D710	66958
Q99JY8	67916
P17742	268373
Q9CXL3	73212
O54692	26951
P55012	20496
Q9D8Y8	66262
Q80X90	286940
P18155	17768
P30285	12567
Q9D5T0	67979
Q66JS6	100042807
Q9ERK4	110750
Q6TXD4	71972
Q80YD1	338359
P62880	14693
B1AZI6	331401
Q99J95	107951
Q9CQW2	67166
P62751	268449
Q9DCK4	328801
Q64339	100038882
Q6P1F6	71978
Q91V76	70984
Q91VC3	192170
Q921Q7	225870
Q91YQ5	103963
Q64012	19383
Q8VDU5	20623
Q9CWY9	69723
P84244	15078
P84244	15081
O88477	140486
Q9CXY1	72392
P61793	14745
P81069	213054
Q6P1G0	217026
P62814	11966
