Peptide ID	Basal1	Basal2	Basal3	Basal4	Insulin1	Insulin2	Insulin3	Insulin4
Q3THK3_peptide2	NA	NA	936926.125	2105443	NA	NA	682394.5625	1005997.313
Q9Z0F8_peptide1	17383838	18205421	13768688.25	10331647	12086208	13940768.5	11771534.5	8412504.625
Q9Z0F8_peptide2	7827708.5	5052255	NA	NA	1327210.5	3777847	NA	NA
Q91VW9_peptide1	5197175	4953429	4521152.5	3253852.75	6599830.5	7176201	4553902	4260736.5
O54724_peptide4	13562845.69	16778346.63	3359511.563	3899659.875	11299074.5	14381377.19	5022944	678473.625
Q80YR5_peptide1	22953352	18229226	12412122	8161079	17652706	18193832	11443830	7867334.5
Q6PB66_peptide1	2107554	1659632.5	1553863	799221.75	2000731.75	1840387.25	1431436.5	808055.125
Q7TT18_peptide3	22650878	21235830	18578860	13990064	23030130	18217012	14117168	12952841
Q8BGC0_peptide9	16488952	12255090	13503698	6554476.5	11415757.5	5966884.5	11605771.5	4845850.5
Q922M7_peptide1	9404739	12659634.5	NA	8665624.75	10126766	9373769.25	1293982.375	6819573
Q3UDE2_peptide1	7291754.125	4233093.125	2936942.125	2451060.875	4635714	3439110.5	2245894.375	2448959.875
Q8BJF9_peptide1	NA	328784.0625	395710.25	212529.25	NA	488133.0625	214548.9688	252058.5
Q9JHU9_peptide2	14762216	16806413.63	14405773.75	11817064.38	14272283.25	17661842.75	11825727.25	9345155.938
Q9Z204_peptide4	58773139	65637212	31200966	16909087.5	33155592	52373114	15488629.5	10074749.5
Q9Z204_peptide5	NA	NA	NA	NA	NA	NA	NA	NA
Q9Z204_peptide6	7124584	19127537	NA	13512261	6093295	8835608	5643130	5718330
Q9Z204_peptide7	971356577.8	1143603630	755441187	750521633	823419830.3	982199046	630340204.1	616748744
Q9Z204_peptide8	76408684	82078896	59443323	53537736	75982518	95473249	58259193	52353490.5
Q9Z204_peptide9	68876545	72241187	63609629	51322597	50702784	74141030	49824238	34279011
Q9Z204_peptide10	3523755	3564543.75	4092865	2176908.25	3034233	3934898.5	NA	NA
Q9Z2Q6_peptide1	5948107.25	5148973.125	4141648	4487386.625	3258712.5	2421632.75	2375972.688	2501457.188
Q8BZ47_peptide5	1251483.633	2124920.453	1082105.438	760167.1445	1846171.375	1290315.406	682381.6094	117521.5059
Q3TB48_peptide1	3605751.5	NA	NA	NA	NA	NA	NA	NA
Q9DB52_peptide6	2254823.75	1824069.25	1580960.25	NA	2400167	2011091.25	1171121.125	1492110.625
Q9R0G7_peptide8	3121572.75	4744053	1646579.5	1496384.5	1428942.75	3884423.125	2531739	1965254.5
Q569Z6_peptide3	15563103.25	21113006.5	12254673.75	15757109.25	18554821.5	17587061.5	12021293.75	17968548
Q9ERR1_peptide1	625793.75	599489.625	932431.4375	763679	3476248.5	3914614	1592045.125	2051954.875
P35569_peptide5	NA	NA	NA	12055903	40544100	26991202	NA	12158103
Q9QYR6_peptide4	40971245.38	46977638	41183216	31833235	31179631.13	39971086	14937518	30757836.94
Q9D7X8_peptide1	NA	1787155	784605.8125	624365.5	NA	1156556.5	804257.25	648795.75
Q9R0A0_peptide2	18989796	20495428	17647354	16177728	14227391	23165004	19882740	17253622
Q5SPW0_peptide1	837356.9375	NA	NA	937279.5	5576445.875	3804354.438	4631898.125	4629367.75
Q3UIR3_peptide1	NA	10773838	6682887	8337610	NA	8735316	6810112	6756747.5
P51830_peptide2	10695845	14693590.38	10347863.5	8221791.375	9293218	11280738	7125659.5	4704676.5
Q91WV0_peptide1	5487933.25	7639128.625	2171968.75	3941138.375	3683848.5	910435.125	465185.9688	3752266.438
Q922Q2_peptide1	30868012.5	29945958	20420356	18586796.75	18961560.75	26666759.75	13176500.28	14915261.5
Q922Q2_peptide2	9894963.5	6652847.5	3038538.188	3055448.375	3629384.125	7291117.688	3234011.25	2420957.563
P57776-2; P57776_peptide2	1859101.5	1761569.125	1717482.875	1257886.75	1682920.125	1761063.875	1209730	1023426
P15105_peptide4	6985053	6363299.5	6013641.5	6213896.5	6533240.5	6255700.5	4388280.5	4234083
Q99J36_peptide1	175636099	158279215.8	114551301.5	107731966.3	123152010	165437083.5	104423025.8	95794165.5
Q6PDH0_peptide5	3483381	5240733	3768180.5	4460740.5	11671282	14071217	8081603.5	7872852.5
P18654_peptide2	NA	863330.375	1121719.25	NA	3828492	6110340	6210955	4300751.5
E9Q4Z2_peptide1	10612908	10672061	8245636	6612800.5	7949844	8471694	6389552	5405765
P99024_peptide2	3852235.875	3949643.5	2904631.813	3617284.875	4129033.25	3537202.125	2672134.125	1888250.938
O09110_peptide1	2550862.75	2710621.75	1940542.625	1532471.625	1730968.75	1266859.75	1389107.375	1344366.25
Q60605; Q60605-2_peptide1	2161726.5	1003434.813	NA	NA	1020898.625	956170.9375	660138.5	NA
Q60931_peptide2	2116374.25	2184588.5	1033060.563	1306673.375	1730390.625	2247594.75	NA	1296988.375
P08003_peptide3	9564096.5	9014112	7540336	5728187.25	8693905.5	5261557.5	5947664.5	5060030.75
P27773_peptide1	3624425.25	2688108.75	2544288.25	3210001.5	2854338.5	3073534	2341734.5	2371737.75
P60710_peptide1	NA	NA	5876715.5	4747287	NA	9967316	4658983	2955711.75
P97434_peptide1	2040476.875	NA	NA	3048278.125	3595989	2770391.75	NA	4400213.25
Q8BLK9_peptide1	NA	1235840.25	907517.8125	733588.75	784130.375	2091935.25	1412195.25	1251453.25
O08796_peptide4	NA	NA	NA	NA	NA	NA	NA	NA
Q8CHP6_peptide2	2405275.75	2856433.5	3310665	2492182.75	2327350.25	2684627.25	2607062.25	2119367.75
Q8CHP6_peptide3	48604055	43729114	43754598	43128685.5	37089610	43003822.5	38312912.5	37538453
Q6PD31_peptide4	NA	1389592.625	NA	NA	7436963	7640742.5	5583296.5	4194174.75
Q4VA53_peptide3	39851099.25	26705901.75	34763835	27913634	56575953.5	33818432.88	42487892.06	46286551.88
Q4VA53_peptide4	90788474.5	69364928.5	51345800.5	40960976.5	35749970.25	44444888	29633365.5	28321295
Q6JPI3_peptide1	6354505.75	6491845.75	8912175.375	7724243.063	5769239.281	9029219.125	4706273.125	3064817.125
Q8R3Y5_peptide1	1499951.5	1625208.75	1384348.125	910185.375	745832.9375	1258361.25	NA	722131.875
Q62371_peptide1	NA	NA	941821.4375	1774996.5	778148.5	NA	872094.125	745288.125
Q80UV9_peptide1	5870313	6877676.25	4982953.625	3357452.625	4574050.375	5408026	3274025.75	3248300.375
Q8K1N2_peptide2	2690198	3697390.25	5285983.75	6087699.75	NA	NA	2927119.563	4659871.938
O09106_peptide6	44001213	56912191	39783732.5	37414448.5	44487553	52981715.5	40099732	44190896.5
O09106_peptide7	5879024	6911260	2273107.25	906398.375	NA	4218442	NA	NA
O09106_peptide8	299604115.3	319863704	217078359.1	271690760.9	169509689.5	316416096	208380717.2	211102942.8
P70288_peptide6	38387863	42864260	39617832	35597912	30395103	35053452	26881653	26793879
P70288_peptide7	10262176.5	12343099.5	2682771.25	2016690.875	8591449	11144520.5	7557035.563	NA
P70288_peptide8	345099541.6	381751465.8	328283039.3	258466216	349459279.1	332115633	248874538.4	218172178
Q9CYI0_peptide1	1872218.375	2628225.25	NA	NA	2168377.25	2259741.25	1678854.25	NA
Q9CYI0_peptide2	28682139	5940870	5402305.938	4512124.5	8205972.5	4974203.5	3138081.25	3433966
P49586_peptide3	126179732.6	101249099.4	84586448	71798672	74344404	64742694	48037616	39117286
Q3B7Z2_peptide1	439359417.5	317828034	273684865.9	214467852.1	191615484.5	293645634.1	88564194	128631081.3
P49586_peptide4	7748087.75	7029984.5	6674502	2665425.75	804708.8125	1373659.625	730035.1875	526382.9375
Q8BTY2_peptide1	3130521.25	3622194	2102743	1808040.125	1080974.625	1277143.75	785405.625	915489.5
Q8BTY2_peptide2	18288627	18105236.5	13930919.5	12200521.5	10429341.5	10923780	8172897.5	7130012.5
Q99KX1_peptide4	9840672	10729918	6418270.5	5549915.5	8508605	8091562	7120947	6161991
Q3UHF7_peptide3	1230674.625	610007.4375	673690.3125	904410.375	NA	NA	421609.5	NA
Q80TM6_peptide2	4108049.75	7073731	1970449.938	420241.0703	789059.5625	1995048.5	353194.2344	673520.6563
Q9QXZ0_peptide8	517395.7813	NA	624985.6875	1086708.875	4078142.75	4445803.875	3007933.75	3289447.125
Q60974_peptide3	7005950	8292704.5	NA	7108193	4783704	NA	NA	5020300.5
Q9D0K2_peptide1	3809215.25	1827759.188	2736147.75	2986276.188	4357093	NA	3296515.375	2275181.25
Q9DCS3_peptide1	554573.0625	136346.5273	38778.16797	13011.56836	585507.8281	41791.19531	41801.73438	52684.85938
Q05816_peptide2	16079819	13468262.25	10500976.25	7232451.5	15625631.5	10479730	7427891.5	8145251.875
Q8C0N2_peptide2	21048378	18405336	18186196	15870206	21330760	19976806	19115418	15190826
Q8C0N2_peptide3	26697330	15318611	12731433	11147604	15099160	16094417.5	14396251.13	12356969.88
Q91V92_peptide3	1197321.375	767743.0625	1211431.75	NA	1408578.875	877217.375	1355589.625	NA
P49586_peptide5	131352399.5	108948706	52927606.75	42694901.5	38742865.75	38040123.25	29817873.13	26655223.63
Q3B7Z2_peptide2	6180620.75	2011558.875	NA	NA	NA	1019917.688	NA	NA
Q3B7Z2_peptide3	33662803.91	49296605.25	35646903.25	25220978.81	42682064.25	46924811.63	30593591.38	21527737.88
P61205_peptide2	NA	NA	239971.0781	245686.6875	NA	465273.4375	492595.7188	289868.6875
Q8JZK9_peptide2	3681105.75	3542172.5	3695513.25	3005167.5	4286574.5	2817598.5	3060144.25	2170320
Q8CFH6_peptide4	6110631	6673041.75	9331249.75	4695389.688	3593361.063	7282801.5	7657405	5098875.375
O70405_peptide4	2442494.5	915866.5625	NA	NA	2627076.75	NA	NA	NA
Q8BGQ7_peptide2	6680725.25	5957163.5	4265606	5644064.5	7714598.5	6702282.5	5768297.5	6889597
Q80U35_peptide5	NA	NA	NA	NA	NA	NA	NA	NA
O08759_peptide1	56737663.77	38784800	15987777.08	14011144.5	49238388	23482168	7671125.875	10283735.75
Q07243_peptide1	5237285.5	3484907.5	2963464.75	2171230.5	7434091	5569019	2943512.25	2676651
Q91VJ2_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q91VJ2_peptide2	22070641.38	27372934.25	18291526.94	20026069.38	17137605.75	19567583.25	9665770.375	13162042.69
Q91VJ2_peptide3	1136879	7383979.5	NA	2984894.5	1357328.5	NA	NA	NA
Q5NCI0_peptide1	NA	388698.0313	1189257.375	NA	1883291.375	2626934.25	2238084	NA
Q9D0E1_peptide1	41134956	38736620	26193026	24794608	20812962	21629954	23141122	19492186
Q8BLH7_peptide1	5884619	NA	1132344.625	1086292.125	1537944.875	NA	NA	NA
Q80XS6_peptide1	NA	NA	NA	NA	919389.125	1404327.375	807788.8125	655398.125
Q8BMS1_peptide4	2013605.25	2569340.25	1898392.375	1503333.25	2623946.75	2395210	2249009	1427980.75
Q8R4D1_peptide1	2885179.75	2238012.5	1636781.875	760602.9375	2205278.5	1725749.625	NA	NA
Q61026_peptide3	10509670	15046872	13920117	11315788	7460123	15715972	12591039	11568172.75
Q9D1G1_peptide1	6630574.25	3591075.625	4146535.5	1975256.75	7123650.75	6217114.25	5245492.5	4919095.25
Q64310_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q6P9Q6_peptide2	8012615	9585585	5261272	3367410	5527292.5	7113693.5	3721073.5	3529510.75
Q04735_peptide1	10162138.5	11586977	8788489	6010220.75	7693862	9497555.75	7027099	5937417.875
Q08874_peptide1	431364.9063	646113.9375	611410.0625	526611.6875	768621.125	1307273.125	718868.8125	450255.8438
Q64321_peptide1	1597048	8087636	3004077.25	2354046.75	2834251.25	2231413	2462128	2329961.75
P26883_peptide1	2784721.25	3339857.75	2806617.75	2511680.5	2838928.5	3083157	2196612.25	1757008.5
A6X8Z5_peptide3	51742000	NA	5626063.5	3089726.5	NA	NA	557753.875	NA
P18872_peptide1	3303669	4855046.5	2562178.75	998500.125	586327.1875	1068843.25	NA	746113.625
Q9WUU9_peptide1	370191.4063	2728434.5	1757179.688	1684659.688	458768.0625	1128178.344	521105.7813	382162.25
Q8C1A5_peptide1	3339341	4816460.5	3843355	2277998.5	NA	3203022.5	2257281.5	1747099.25
P08249_peptide3	7669922.5	6484418.5	5662720.5	4762576.5	7576565	6241863	4708936	4154711.75
P35569_peptide6	27970848.5	15224234	22581952	23869117.63	47566228	74207957	52939304.75	57837157.5
O55131_peptide4	4406422.5	6505697	5962064.5	2778486	4165076.25	5530636	4397879	1926584.625
P47791-2_peptide1	138519.7031	432156.625	NA	125226.3047	853573.625	338926.3125	337872.75	179947.9531
P47791-2_peptide2	NA	NA	NA	NA	NA	NA	NA	NA
Q99JX3_peptide1	5056941.75	3696212.75	3628034.438	NA	3813930	9220463.25	3365561.25	4146942.75
Q62077_peptide1	9139208.5	9446195.25	8464772.75	5886584.5	5744334.5	7766711.25	4137151.75	4147454.25
Q9CQ36_peptide1	5764702.875	7723689.25	4486818	7510266.5	6958327.5	4157663.25	5084513.5	NA
Q3UCQ1_peptide1	2436711	1538911.5	1176199.75	1795386	NA	1995117.625	7155897.438	NA
Q9Z2D6-2_peptide2	NA	5168262	2754134.75	3516530	2560008.25	3642381.75	2202367.25	1326531.375
Q3UVL4_peptide1	4349506	5613769.5	6813388.5	NA	4138411.5	4756117.5	4465124.5	3991020.75
O35445_peptide1	1789785.375	2414439.5	1924238.75	1696250.5	1667148.875	1709271.75	1632810.875	1316547.5
Q7TN75; Q7TN75-2_peptide2	21688598	41041749.59	18114801.31	29499782.88	35450737.75	43662352.13	22883755.31	25518486.63
Q7TN75; Q7TN75-2_peptide3	4801832	5029303.625	2476904.25	1919771.125	2900817.5	3280618.5	2838822.75	1629151.5
Q9Z266_peptide1	NA	3421560.813	3057253.75	2709736.938	NA	2544242.688	1506692.875	2296579.313
Q9CPQ3_peptide1	25627636	55697052	22876676	16203243.25	24179224	52321997	15048647.25	13024599.88
Q921G6_peptide1	7078893.836	16576375	13487508.86	13982233.97	14790847.88	30285421.03	24274530.65	21977228.05
Q9DBD5_peptide1	120944667	119020892	97564398.75	91521910	111832531	102648040	85179236	75561895.75
P52480_peptide6	2322887	2195318	2087050.625	2014733.375	2954981.5	2893177.75	1521283.75	1676089.5
Q9DBD5_peptide2	4319126	2391446	2916348.75	2627196.5	2381147	3008818	2198370.75	2492293.25
Q9CWX9_peptide1	23895635	23809045.5	22026749	15736506.5	17174491.5	22977208.5	17274837	11779731.5
P70296_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q9CW46_peptide1	107267312	154786910	123883644	122752358	104702094.5	123587496	100613548.5	91105564
Q9CW46_peptide2	7697201.75	12970961	10607194.25	8718302	6849839.5	12393285	8133064.625	6581015.75
P46460_peptide1	NA	NA	822151.375	440751.8125	NA	536608	NA	681889.375
Q8CIL4_peptide1	4820248.063	2713234	853480.0781	825989.375	1860092.75	967766.9219	1001180.406	271252.7188
Q05816_peptide3	8503713.25	8476320	5207480.5	5825949.5	7061807.75	7428400	707204	NA
Q9JJW0_peptide1	3299567.688	3966371.625	3649424.375	2486928.5	3456212.188	3396590.5	1703080.625	2404507.063
Q9D1P2_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q62318_peptide7	NA	NA	1927960.875	1926354.75	NA	1333143	NA	NA
Q62318_peptide8	996952826.5	915681898.9	869070744.3	892412770.8	782205074.9	872491927.1	721181368.5	807130066.8
Q61249_peptide1	2180982	2026439	957397.25	1392833.5	2205904.25	1524519.625	907673.6875	992761.6875
Q8CHH9_peptide1	16771409.5	14733021.5	15561755.5	16996843.5	7939963.125	11250409	9604044	9208749.75
Q9CWX9_peptide2	7154287.25	8475070	7678147.75	6569420.25	5660457.5	8115360.75	5001667.5	5236706.875
Q9Z1M4_peptide1	NA	1302376.125	1268695.75	1052034.5	NA	1036562.375	944702.75	875755.9375
Q8VC70_peptide4	51599221.75	47328119.5	38371323	27660301.56	34176184.5	36245694.5	29498491.5	44045025.5
P67778_peptide3	5993802	5959736	5315497	3899712.5	6038087.5	5657608.5	3876227.25	3287105.25
Q9JHI5_peptide2	1686119	1519968.75	1051929	1102705.75	1700757	1704508.375	1001951.188	1000706.5
Q9Z1E4_peptide5	32028618.25	33960562.75	25933579	24729722.75	31338633.25	32863814.5	23576393.88	22622918
Q80U70_peptide1	22561480	16294881	15878279.5	15387214	18650266.5	9988001	7912477.5	13119595
P19324_peptide2	1621800.375	2031501.625	2401310.5	1784070.813	621559.75	1813032.625	1408667.875	NA
P20029_peptide7	3395843.5	3841181.25	2951084.75	3035210.5	3034621	3294028.75	2537089.25	NA
P20029_peptide8	3686719	4506236	3517102.5	3057613.25	3790808.5	5248920	3627897.75	3253434.5
P20029_peptide9	3621578.5	6213398	5451170.563	3986353.25	6208664	7475872.5	7409820.688	5172229.5
Q8K3D3-2_peptide1	45342601.75	67235099.5	71910666.5	68942733.5	47155446.5	49932285	64722444.5	55672015
P42208_peptide1	1561362.75	1696973.375	1724547.25	1242520	1570883	1347420.25	1375850.625	1152448
P42208_peptide2	1628295339	1485931777	1222819566	1052388383	1172365378	1423241726	1019509026	849747011.6
Q9ERU9_peptide2	2550470.75	3517617	3485452.75	2414645.75	3022767.25	2766836.5	2622732.5	1750465
Q68FD5_peptide9	714002162.6	804545718.1	619396486	523313164.9	608668130.3	662518830.4	469691752	372349494.4
Q9R1P1_peptide1	NA	594858.1875	NA	473519.7188	NA	628627.6875	463966.6563	552157.4375
P06537_peptide1	9722783.031	33610297.38	19026618.31	9167010.531	8464288.484	22922170.75	11478757.31	11130652.91
P03930_peptide1	3330618.5	3261904.75	2380632.25	1786463.625	2560098.75	2937724.25	2134152.75	1841257.625
Q7TMK9_peptide3	1293380.75	1029801.188	820746.9375	875502.625	939821.6875	847009.6875	656252.1875	467819.4375
Q14AX6-3_peptide3	84770086	56000314	57168940	44886270	73961248	56041018	43463748	39863360
P63017_peptide5	2002494.25	3736087.25	1517110.5	2639339.75	2458432	3640423.75	2614916.75	2444749
P63017_peptide6	NA	NA	NA	NA	2656257.5	3175117.25	2229258	3093983.5
Q8BZ47_peptide6	5760871.5	6026029.125	6348044.75	5515454.625	4420525.313	4446557.625	3987479.313	3618591.875
Q6P5E4_peptide1	2110803	2405795.75	NA	1876565.75	3444005.25	1315298.5	NA	1919366
Q689Z5_peptide2	1281602	NA	764212.4375	546911.75	2743107	3824659	2327711.5	2940309.969
Q689Z5_peptide3	1875848.188	2905091.688	879106.0313	147054.0547	196978.0781	615222.6875	NA	109404.3438
Q689Z5_peptide4	291761.6563	621147.75	NA	NA	1687072.875	1814874.875	869528.25	896119.625
P38647_peptide4	1217441.75	1203366.25	975697.125	1075600.25	1111466.25	1297311.125	1007834.688	847385.375
Q69ZA1_peptide2	66527070	58482074	47009076	39363931	29064503	54471586	38965375	32334013
P42932_peptide2	2043656.625	1666823.375	1344879.5	1666339	2217358.5	1653791.75	1298280.875	1306402.875
P70296_peptide2	3768928.5	3687775.5	3628340.75	3358281.25	3492198	3297639.5	2587707.5	2048244
O35129_peptide3	516598.5	NA	356839.3438	441657.1563	854262.1875	661297.875	520358.1563	655243.1875
Q9D8U8_peptide1	2876695.75	2932054.75	2097196.5	2050556	2726834.25	3011255.25	1683198	1623626.75
Q3UPL0_peptide3	119425.1953	312679.2813	451525.4688	272162.3125	245535.1406	331703.5313	227392.4219	284839.2188
P47753_peptide1	17434590	14258984	11785954	5776898	10945763	11927969	6542422.5	4786280.5
Q923D5_peptide2	7524620	1205102.75	NA	NA	NA	NA	NA	NA
O08663_peptide1	10433159.75	14632550.5	17178125.5	18891872.88	10069854	11557537.38	18407417.25	16744489
P20152_peptide14	NA	NA	1227761.125	1193671.875	1426279.5	1817021.25	673182.375	827068.5
Q8K330_peptide1	888389.5	2188944.75	1881699.5	1724052.5	1205799.25	2004332.25	1550759.25	1633470.375
Q8BH31_peptide1	722398.5625	NA	NA	559307.9375	6308294.75	4442549.375	5309396.5	4936172.25
Q7TSH2_peptide1	2129060.5	1753667	1402205.125	1200080.75	1500317.875	1400626.625	1140597.25	960268.9375
Q8BTI8_peptide19	20751184	19852856	15809949	12620223	28112186	27283526	19379848	17269176
O89079_peptide1	5857736.25	7145241.5	5574388	3245571.5	2680908.75	6462465	2144278.75	1573693.875
Q9QXS6_peptide1	NA	5224613	2580244.75	3359339	551867.0625	3581668	NA	2152634.5
Q8BX02_peptide1	10696779	11246518	8732611	8692711	3528013	5020331.5	3748286.75	3288881
P81122_peptide10	32861361	35862414.75	40568234.88	34206665.5	40513070	51673848.25	39176687.38	33796375.25
Q61191_peptide1	5227029.75	489725.875	476671.0781	269020.7344	4559805.125	400801.6406	477590.2188	226812.6719
Q6NVE8_peptide1	12113869	7200520.5	4631460	4035257.5	4158178.5	3392337	1912723.75	727449.875
Q923D5_peptide3	4222334	2296048.25	NA	NA	NA	NA	NA	NA
Q01853_peptide7	2454324.25	1485545.75	1628589	NA	2250165.75	1871645.25	1319392.625	1422305.125
Q9ERE8_peptide1	9521267.875	8467829	7377609	6994359.5	8045720.125	7748058.5	6786772.5	5218035.5
P18760_peptide2	5664302	5549196	3461543.25	3567026.5	3782160.25	4097345	1872358.5	1996498.875
P18760_peptide3	19262521	17533812.13	11977646	12534771.63	11392162.75	11136877	6986705	7284391
P18760_peptide4	2099201659	1836832436	1049891134	1270897703	1293326511	1455742920	566036360.9	673413744.7
Q9R0P5_peptide1	2118413.25	1698197.75	1574813.625	1437593.75	1437430.5	1392422.375	2322601	NA
Q9R0P5_peptide2	527102028	464057360	335583316.8	346848176.5	327427955.4	364055244.3	194083110	191308091.8
P45591_peptide1	53908104	44336636	24293102	23430536	38087376	22399346	12957401	15339449
P45376_peptide1	10345298	7034045	11342494	9565954	7465876.5	8376524.5	6231888	4972247.5
Q05816_peptide4	3303303	2862621.75	3187733.5	NA	2112159	2324006.25	1760162	1289116.25
P63213_peptide1	11420354	4284931	6200390	5594339	5674851.5	3754737.25	5051377.5	5005721.75
Q8VDY4_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
P70210_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q6IR34_peptide1	NA	NA	498709.9688	1121364.125	1030508.438	844064.1875	NA	1036543
Q61171_peptide2	2712228	2565751	2057263.625	1928144.625	1757233.875	2432966.25	1704169.625	1083056.375
P97445_peptide1	4154358.25	3198199	1760913.5	2118807.5	1915818.5	1587003.125	1086038.125	1103367.625
Q8VCB1_peptide1	6890369.75	4780722.125	4449825.875	4369558.25	6024347.25	5052795.5	3302783.25	3541723.375
Q8C7D2-3_peptide1	NA	1917652.125	NA	14137013	1005590.813	1114616.75	NA	NA
Q9R1Z8_peptide1	9354204	9213628	7165458	7120872.5	5222134	4693975.5	4182250	3643804
Q5SWU9_peptide7	4306782.5	18210254.5	15764656.5	15844068	9050957.625	17676450.25	16315867.69	15646132.56
Q6ZWY8_peptide1	12060329	11130935	8602759	6209707.5	7799524.5	8965576	5854201.5	3873997
P47754_peptide1	3662622.625	2301980.219	2168008.375	1005160.938	5432569.25	2549408.25	2432447.5	2138013
P47754_peptide2	8918731	6864216.5	3227279.75	3567548.5	4053166.75	5043014.5	1780930.5	1618371
P0DP27_peptide1	9065569	14176322	3272969.25	5008209.5	10636755.5	10577518	4230367.5	3000703.25
E9Q4Z2_peptide2	NA	1989531.75	NA	NA	NA	1594274.5	462256	380160.4375
Q60575_peptide1	53062272	25181134	33446271	27132517	59808450	33085594	35316939	31715778
Q8CBQ5_peptide1	3320436.5	5869099	4433378	3348658.5	3931661	4923219	3817060.5	2794883
Q8CHP8_peptide1	3863023	2513334.75	2292737	2965338.75	2511484	2001207.5	2340746.5	1696921.125
Q8BK06-2_peptide1	NA	4629661.5	3416325.75	NA	NA	4795120	3117091.5	NA
P63323_peptide1	4234359.914	3656593.656	1713452.203	936890.0625	2492548.078	3379107.547	1081547.883	869028.8906
A2A432_peptide1	16203626	18215386	12485079	12310737	28481878	28368892	20802412	19435748
A2A432_peptide2	17943988	14022778	13770557	12360299	6802212	7685029.5	5050462.5	4721142
O89110_peptide1	1449367.25	1432049.875	NA	887074.8125	3320111.5	3188698.75	NA	2374180
P62077_peptide1	1156170.125	1440152.25	811433.75	754691.25	974647.875	1468268.125	706569.1875	937733.6875
Q78ZA7_peptide3	8905706	3175994.75	654638.0625	2454293.75	5326205.5	3537956.5	NA	1514966.875
Q8R409_peptide1	38542195	48602420.75	30673970	27377374	38173278.25	44314588.25	25514702	26571640
Q99PT1_peptide1	7200276.5	6269157.5	3770590.188	6507159.5	6793190.75	4532184.25	4594737.75	4870128
Q99PT1_peptide2	31134928	44095556.25	35727480	34395640	29786681	32069875	26179435	26485622
Q8BGY4_peptide1	18815338	17546612	12075667.5	10285022.5	4601817.5	18530471	5826237.75	9953164.25
Q9ES97_peptide1	30735382.56	28774459	21367540	18102661.5	25412096	29981935.5	22143720.81	17138787.88
P97310_peptide3	44811428	41004456	30461098	27630372	25579648	37843012	24100050	21132952
D3YXK2_peptide2	51970341.5	44839159.5	40144586	43361168.5	47370418.5	45529026	33155926.5	31738013.5
D3YXK2_peptide3	7932751.5	8026446.5	7039754.5	7181346	7806684	8448135	6958637	5888649.5
Q9D883_peptide3	223761.2188	NA	NA	50411.08594	71551.07031	NA	NA	NA
P70257_peptide2	11622340.5	16072798	13807188.75	11007949.75	10708609.75	13647135.5	12046446.25	8615478.25
Q78IK2_peptide1	NA	NA	NA	NA	NA	NA	NA	NA
Q78IK2_peptide2	4079873.75	3695184.75	3500363.75	2041021.625	4098778.25	4391345.5	3584848.75	3065199.5
P47791-2_peptide3	8102716.336	15227111.81	10190129.38	8410460.938	1978375.219	10697713.19	9532158.375	248525.0469
P61028_peptide1	5232497.5	3598284.75	1760157.75	NA	3228917.125	1961758.75	NA	NA
Q60931_peptide3	1739361.125	1682558.5	1551455.625	705468.875	2156974.25	1484085	1022428	889891.125
Q8BGE6_peptide1	NA	NA	157415.3906	663930.5	NA	533307.8125	NA	NA
Q8JZK9_peptide3	1699859.875	1465581.5	2384135.25	2013697.75	3655748.75	1952932.75	1929888.875	2351787.25
Q9DCW4_peptide3	2793979.5	2950402.75	2194028.5	2026707.5	2634071.75	3148642.5	1665748.375	1487828
P35486_peptide3	114986168	139833136	75751480	73525416	108448016	125274568	79067432	57574044
O70405_peptide5	3725001.25	2495832.75	2645268.75	2188662.75	7220129.125	7411122.375	4216118.75	1571584.813
Q3TKT4_peptide3	6492046.25	2590740.25	2562563.188	2265732.625	1364574	2406745	1132188.875	NA
P55937_peptide3	2087121.625	3138848.75	2644424	2090067.125	2731426	2785393	2189561.25	1602682.5
P70302_peptide2	75562997.25	62032613	58528171	48084857.25	61370859.25	64063402.25	42292159.25	35492470.63
Q8K4B0_peptide2	1712564.875	2294234.313	1299998.5	1169366.625	1698130.25	1015931	1428222.375	1332062
Q99P72_peptide5	6858181.75	10746732.75	8455200.75	6265546.75	17262496	14507269.5	13073062.25	14632474.5
Q9Z0R4_peptide1	377640889.8	402865189.3	324671102.6	264463605.5	213019844.4	292397451.9	216907865	174852536.6
Q9Z0R4_peptide2	29870022	14177458	11070516.75	6680946.5	11644396	15045470	11523536.75	6914126.5
P61022_peptide1	2082149.625	1866728	1289471.375	1415238.75	1626263.5	1890712.75	1258633	1105797
Q9QY06_peptide7	26562017.25	32230877	25677309.56	25668981.78	25084639.44	26013112	21456557.88	20582972
P55194_peptide2	1722306.25	4318964	3239753.5	4105611.75	6327359.5	6396386	6100463	6272781
Q9QY06_peptide8	5216777.5	2187391.75	NA	NA	NA	NA	NA	NA
Q80U44_peptide3	8719625	9297862	7750682	7206351	18822724	23437754	16769180	15044716
Q9D0L8_peptide1	6477706	5475742.938	3645009.688	3858969.125	4609518.25	4077609.063	2245256	3062302.188
